name,line
Eleven,"Goodbye, Mike."
Unknown,"Mike?"
Unknown,"Mike?"
Unknown,"Mike? Mike!"
Unknown,"Mike!"
Unknown,"Mike!"
Unknown,"Bravo team, check in."
Karen,"What about the Russians? What if they come looking for her?"
Unknown,"They don't know where she is. And she can't contact you without us knowing."
Unknown,"The most important thing is for you to try to go on with your lives and to keep all of this..."
Unknown,"Top secret. Yeah."
Unknown,"Understood. We're all patriots in this house."
Unknown,"Go back to the beginning."
Mike,"I told you everything."
Unknown,"I understand this is difficult, Michael."
Mike,"I don't know where she is. And even if I did, I'd never tell you. I would never tell you."
Unknown,"I know it's difficult to accept, the stories she told you were not true. She's a very dangerous individual."
Unknown,"If she contacts you, you must tell us."
Unknown,"Otherwise, you're putting yourself and your entire family at risk. Do you understand, Michael? Do you understand?"
Unknown,"Michael?"
Unknown,"Michael?"
Unknown,"Fan out. Somebody check the left side, I'll check the right side."
Hopper,"Oh, Jesus!"
Eleven,"Ghost."
Hopper,"Yeah, I see that."
Eleven,"Halloween."
Hopper,"Sure is. But right now, it's breakfast, okay? Come on, let's eat."
Eleven,"They wouldn't see me."
Hopper,"Who wouldn’t see you?"
Eleven,"The bad men."
Hopper,"What are you talking about?"
Eleven,"Trick or treat."
Hopper,"You want to go trick-or-treating? You know the rules."
Eleven,"Yes, but..."
Hopper,"Yeah, so you know the answer."
Eleven,"No, but they wouldn't see me."
Hopper,"No. Hey. I don't care."
Eleven,"But they wouldn’t see me."
Hopper,"I don't care, all right? You go out there, ghost or not, it's a risk. We don't take risks. All right?"
Hopper,"They're stupid, and..."
Eleven,"We're not stupid!"
Hopper,"Exactly. Now, you take that off, sit down and eat. Your food's getting cold."
Hopper,"All right, look... How about I get off early tonight, and I buy us a bunch of candy, and we can sit around and get fat, and we watch a scary movie together? How's that for a compromise?"
Eleven,"""Compromise""?"
Hopper,"C-O-M-promise. Compromise. How about that's your word for the day? Yeah? It's something that's kinda in-between. It's like halfway happy."
Eleven,"By 5-1-5?"
Hopper,"5:15. Yeah, sure."
Eleven,"Promise?"
Hopper,"Yes. I promise."
Eleven,"Halfway happy."
Unknown,"Will? Come on, honey, up and at 'em."
Unknown,"Will?"
Jonathan,"Yeah?"
Unknown,"Where's Will?"
Unknown,"What?"
Unknown,"Where's Will?"
Unknown,"He's not in his room?"
Unknown,"No."
Unknown,"Will?"
Unknown,"What are you doing?"
Will,"Peeing?"
Unknown,"Okay. Let's get this... on."
Unknown,"What's this?"
Will,"Nothing."
Unknown,"Did you have another episode?"
Will,"No, it's just, um... a sketch for a story I'm writing."
Unknown,"All right."
Jonathan,"Three, two, one..."
Unknown,"Great. Hold up the proton blaster."
Unknown,"All right, now turn to the light."
Unknown,"Oh! I want to see those pearls. Yeah!"
Unknown,"Who you gonna call?"
Unknown,"Adorable, baby. Just adorable!"
Unknown,"God. You are such a nerd."
Unknown,"Shut up."
Unknown,"No wonder you only hang out with boys."
Erica,"Just the facts."
Unknown,"Nerd."
Mrs. Sinclair,"My God, I love this costume. Keep it up."
Mike,"All right, that's the last one."
Unknown,"No, just one more. Come on, please?"
Unknown,"Can I go to school?"
Unknown,"Wait, wait."
Unknown,"Okay, say, ""Who you gonna call?"""
Unknown,"No!"
Unknown,"Hey, Spengler!"
Unknown,"Egon! Yeah!"
Unknown,"Venkman!"
Unknown,"Whoa! Whoa!"
Unknown,"What?"
Unknown,"Why are you Venkman?"
Unknown,"Because I'm Venkman."
Unknown,"No, I'm Venkman."
Unknown,"Why can't there be two Venkmans?"
Unknown,"Because there's only one Venkman in real life. We planned this months ago."
