name,line
Eleven,"Mama? It's me. Jane. I'm home."
Terry,"No. Sunflower. Four to the left. Sunflower. Four-fifty. Sunflower. Rainbow."
Eleven,"Okay. You okay? She kept showing the girl in the room. I think this is why Mama wanted to talk. I think she wants me to find her."
Becky,"I just... I didn't know who else to call. He gave me this number, and he came here looking for her. I thought maybe he could help me. Yeah, Jim Hopper, he came here with some woman named Joyce Byers? There's another girl, and she's missing, and I think she's in trouble. I just... I didn't know who to call."
Florence,"Thank you, thank you. And you are?"
Becky,"Florence... I'm gonna have to call you back."
Eleven,"Becky! Becky, I found her. Jane?"
Dottie,"You should do stand-up, Axe. There's a spot a few blocks away. There aren't any cows to milk here, kid. Go on back to the farm now. Aw... Shirley Temple lost her sister. So sad."
Mick,"What is she wearing? What are those, overalls? Axe!"
Eleven,"I'm looking for my sister. I saw her. Here. In the rainbow room. Jane."
Axel,"Give me that shit. How did you find us? Who else knows you're here? That's not an answer. You're a terrible dancer, Axel."
Kali,"Is that Kali? Stay calm. She's just a kid. So, we're threatening little girls now, are we? Where did you get this? So, you just show up like magic with that picture? And this memory your mother shared... that is your only memory of me? And how long have you been with this policeman?"
Eleven,"No one. Mama. In her dream circle. Yes. Three hundred and twenty-seven days."
Kali,"And this policeman, he thinks he can work out some sort of deal with these men to set you free? He's naïve then. We'll always be monsters to them. Do you understand? Let me guess. Your policeman, he also stops you from using your gifts? What you can do is incredible. It makes you very special, Jane."
Eleven,"Wait."
Kali,"Do you have a gift? Different. I can make people see, or not see, whatever I choose. Is that why you made the man with the crazy hair dance?"
Eleven,"You made him see spiders?"
Kali,"But it doesn't have to be scary. This butterfly, it isn't real. I've just convinced your mind it is. Think of it as a kind of magic."
Eleven,"Are you real?"
Kali,"Yes, I'm real."
Eleven,"What's wrong?"
Kali,"Nothing is wrong. I just feel... whole... now. Like... a piece of me was missing, and now it's not. Does that make sense? I think your mother sent you here for a reason. I think she somehow knew that we belong together. I think this is your home."
Eleven,"Home."
Kali,"Yes. Home."
Axel,"Shit. How's your white hick sister? You tuck her in real tight? Yeah, what about a lullaby? Did you sing her one? Old MacDonald had a farm. E-I-E-I-O. And on his farm he had a cow."
Kali,"She found me with only this."
Axel,"What's that mean?"
Kali,"It means she can find people without moving. With nothing but an image."
Axel,"You telling me Shirley's a human radar detector or some shit? Come on. No way."
Kali,"Or some shit, yes. We'll find out soon enough. I want to do one. Tomorrow."
Mick,"We're way too hot right now."
Axel,"Paranoid."
Mick,"Realistic. You don't kill their men and expect them to look the other way."
