name,line
Billy,"I'm sorry, I did not quite catch your name."
Max,"What happened?"
Unknown,"Help me. No! Which one? I don't know. Hey, there's nothing to worry about anymore, okay? It doesn't make sense."
Unknown,"What doesn't make sense?"
Unknown,"Heather. The blood. The ice. Heather had a fever, so she took a cold bath, but she's better now. That has to be it. I don't know where that blood came from, but... we saw her. We both saw her. She's totally fine."
Unknown,"What about Billy?"
Unknown,"What about him?"
Unknown,"He seemed wrong."
Unknown,"Wrong is kind of like his default. But it's nice to know he's not a murderer, because that would've totally sucked."
Unknown,"Who... is that? See, this is why you can't just hang out with Mike all the time. This is Wonder Woman. AKA Princess Diana. She's from Paradise Island, which is, like, this hidden island where there are only women Amazon warriors."
Mrs. Driscoll,"Let me go! Let me go! I have to go back! I have to go back! I have to go back! I have to go back!"
Unknown,"Doris, we need you to stay calm for us, okay? Stay calm."
Unknown,"Okay, so, you two want to explain to me what in the name of Jesus just happened here?"
Unknown,"Tom! Hi, Daddy."
Tom,"Heather... sweetie... whatever this is, whatever he's got you into, you don't have to do this. You can stop this."
Heather,"There is no stopping it, Daddy. You'll see."
Tom,"No. Heather, please! Heather! No. No. Heather! Heather!"
Unknown,"Try not to move."
Unknown,"Jesus Christ."
Tom,"No. No..."
Joyce,"Hey, careful. Careful. Here."
Hopper,"Hey. Joyce."
Joyce,"Here, here, here. It's okay. That's it. Got it? Here."
Hopper,"How long have I been out?"
Joyce,"A while. You've been drifting in and out."
Hopper,"Yeah, but how did I get here?"
Joyce,"Slowly. What's the last thing you remember?"
Hopper,"Some thug attacked me."
Joyce,"Hey, you need to rest."
Hopper,"No, I'm fine."
Joyce,"No, you're not fine, Hop..."
Hopper,"I'm fine. I'm fine."
Joyce,"Um... Uh... Uh... They were soaked. I mean, did you recognize him?"
Hopper,"Where are my clothes? Who?"
Joyce,"The thug."
Hopper,"Well, I didn't get a good look."
Joyce,"Well, I mean, he's gotta be government, right?"
Hopper,"Yeah, but if he's government, what's he doing slinking around? W-Why is he running? You know, why didn't we find anything down there? Let's ask him."
Hopper,"What is that?"
Joyce,"His license plate. What are the dashes? Well, they're blanks. There was... I think it was either an H or a P with the part rubbed off. And there was definitely a Y. For sure. And that, I think, was a B, but it could've been an eight. And that... Wait..."
Hopper,"I think you should stick to sales. Can't you run a search or something?"
Joyce,"I just think you have to lower your expectations. I mean, this is a state government agency. Gonna take weeks before they find a match."
Hopper,"Weeks?"
Joyce,"If we're lucky. And, I mean, what are the odds that this guy registers a car in his own name?"
Hopper,"It wasn't a car. Uh, what are you wearing?"
Joyce,"What do you mean it wasn't a car?"
Lucas,"Do you copy? This is a code red. I repeat, this is a code red. Max. Do you copy? This is a code red."
Max,"Shut... up."
Lucas,"She turned it off."
Max,"I'm sleeping. Go away."
Mike,"This is Mike. Do not hang up. Something happened, something bad. Our very lives can be at stake."
Max,"What are you talking about?"
Mike,"Just come over to my house. We'll explain everything."
Max,"What? Hurry."
Unknown,"What did he say?"
Lucas,"Try Dustin again."
Unknown,"He's not answering."
Lucas,"So, try him again. Dustin, do you copy? I repeat, this is a code red."
Dustin,"That keycard opens the door, but unfortunately, the Russian with this keycard also has a massive gun. Whatever's in this room, whatever's in those boxes, they really don't want anybody finding it. But there's gotta be a way in."
Steve,"Well, you know... I could just take him out."
Dustin,"Take who out?"
Steve,"The Russian guard. What? I sneak up behind him, I knock him out, and I take his keycard. It's easy."
Dustin,"Did you not hear the part about the massive gun?"
Steve,"Yes, Dustin, I did. And that's why I would be sneaking."
Dustin,"Ah. Well, please, tell me this, and be honest, have you ever actually... won a fight?"
Steve,"Okay, that was one time..."
Dustin,"Twice. Jonathan. Year prior? Why wouldn't it? Because it looks like he beat the shit out of you. You got a fat lip, crooked nose, swollen eye, a lot of blood..."
Steve,"It was... things that all added up..."
Dustin,"That just might work."
Steve,"Robin. Hey, Robin! Hey, what... what are you doing?"
Robin,"I need cash."
Steve,"Well, half of that's mine. Where're you going?"
Robin,"To find a way into that room, a safe way. And, in the meantime, sling ice cream, behave, and don't get beat up. I'll be back in a jiff."
Dustin,"Oh, dude. Come on, man, not my scooper."
Man,"If he gets us the layout by noon, we can."
Woman,"Okay, I'll let him know."
Man,"Dunno if they'll go through with it, but I just thought you should know."
Unknown,"Nancy."
Unknown,"Jonathan."
Tom,"I've worked at this paper for twenty-five years. Twenty-five... years. Now, we're a small-town paper, but we have something the big papers don't have: trust. The trust of our community."
Unknown,"Tom, if you just..."
Tom,"Do you know how I built that trust? By placing my faith in something the two of you don't seem to value a whole lot: facts. Facts. So, while we're here, let's go over the facts. Fact one: you disobeyed a direct order to stop pursuing this story. Two: you falsely identified yourselves as reporters, repeatedly lying to an elderly woman. Three: you broke into her home, committing trespass. Four: she almost died en route to the hospital."
Unknown,"She would've died if we hadn't shown up! Whatever disease that rat had clearly passed to her..."
Tom,"Five! Mrs. Driscoll is a paranoid schizophrenic. You didn't know that, did you? Now... disease-carrying rats? The second coming of the plague? Does this sound credible to you, or perhaps does this sound more like the delusions of a very sick old lady?"
Unknown,"I didn't know that."
Tom,"Her family's furious. So furious, in fact, they've threatened litigation."
Unknown,"Litigation? That's crazy."
Tom,"For once, we agree. This is crazy. In fact, in my entire professional career, I've never dealt with anything quite like it. But hopefully, hopefully, you've learned something valuable here. You've learned... how in the workplace, in the real world, there are consequences to your actions. Which brings me to my sixth and final... fact. You're fired. Both of you."
Will,"I didn't think it was anything at first. I mean, I think I just didn't want to believe it. The first time I felt it was at Day of the Dead."
Unknown,"Power went out that night, too."
Will,"And then I felt it again at the field near the Nelson farm the next day. Then again yesterday outside Castle Byers."
Lucas,"Will! What does it feel like?"
Will,"It's almost like... You know when you drop on a roller coaster?"
Unknown,"Sure. Yeah."
Unknown,"No."
Will,"It's like... everything inside your body is just sinking all at once, but... this is worse. Your body... it goes cold and... and you can't breathe. I've felt it before, whenever he was close."
Unknown,"Whenever who was close?"
Will,"The Mind Flayer. Go away! Go away! I closed the gate."
Unknown,"I know, but..."
Will,"what if he never left? What if we locked him out here with us? This is him. All of him. But, that day on the field, a part of him attached itself to me. My mom got it out of me..."
Joyce,"Get the hell out of my son!"
Will,"... and Eleven closed the gate. But the part that was still in me, what if it's still in our world? In Hawkins."
Unknown,"I don't understand. The Demodogs died when El closed the gate."
Max,"If the brain dies, the body dies."
Unknown,"We can't take any chances. We need to assume the worst. The Mind Flayer's back."
Will,"Yeah. And if he is, he'd want to attach himself to someone again. A new me. A new host."
Unknown,"How can you tell if someone is a host?"
Unknown,"Hey, is he in?"
Unknown,"Yes, he's busy at the moment, but..."
Hopper,"Great. Excuse me."
Unknown,"You should sit down."
Unknown,"... wouldn't listen..."
