name,line
Robin,"Quick! Hold it, Robin! I got it."
Eddie,"Kill it! Kill it! Shit! Come on! Come on, come on, you son of a bitch! I said come on! Let's go!"
Nancy,"Robin, get it off me! Go to hell! Are you okay? Steve!"
Robin,"Get it! Oh my God, Nance! Let go! Nancy!"
Steve,"Come here! Well, they took about a pound of flesh. But other than that, yeah, never better. Jesus Christ. Jesus H. Christ!"
Robin,"Uh, do you guys think these bats have, like, rabies? It's just that rabies are, like, my number one greatest fear. And I think we should get you to a doctor soon because once symptoms set in, it's too late. You're already dead."
Steve,"All right. There's not that many. We can take 'em. Right?"
Robin,"You were saying?"
Nancy,"The woods. Come on."
Eddie,"Great. More running."
Wallace,"How'd you sleep, Mr. Wallace? Have you reconsidered your position? Where's the girl? Just don't kill her. Promise me you won't kill her."
Soldier,"Let's go."
Wallace,"No, wait, wait. Please. Wait! Please."
Martin,"I understand the stakes quite well. I've given you everything you asked for. I've compromised my principles. I've risked my life, my family's life. All because you assured me this would work, that this was the only way. But I don't see any progress out there, Martin."
Brenner,"The truth is, you're regressing, Eleven. You're going backwards. Eleven, look at me. Look at me. I know you're frightened. You're terribly frightened by what you've seen. But it's this very fear that's now holding you back. If you want Nina to succeed, you cannot hide from the truth, no matter how frightening it may be."
Eleven,"I saw what I did. I am a monster."
Brenner,"You speak of monsters, superheroes. That's the stuff of myth and fairy tales. Reality, truth, is rarely so simple. People are not so easily defined. Only by facing all of ourselves, the good and the bad, can we become whole."
Eleven,"What if I don't wanna become whole?"
Brenner,"Then that is a choice. Your choice. The door is always open. This place is not a prison. This is. You chose to trust me once. I'm asking you to trust me again. Journey with me into the past one last time. Stop hiding, Eleven."
Brenner,"What have you done?"
Powell,"What exactly were you all doing at the lake?"
Dustin,"Uh… It's comp… We were… We were just going for a walk. She was there. Then she left."
Callahan,"A walk? At 9:00 p.m.?"
Dustin,"To the lake. We were gonna take a little swim. Little night swim. Yeah, we… we didn't realize that until we got there. That's why we didn't swim."
Mrs. Henderson,"Dusty. Someone was just murdered there."
Dustin,"It's all a little confusing. That's when you guys came. Right. Then they dared me to say what I said. Oh, yeah. About the killer."
Powell,"You're lucky you didn't get shot. Have you had any contact with Eddie?"
Dustin,"That psycho… freak killer? God, no. Nope. Absolutely not. No. We haven't heard from him. We barely know the guy."
Erica,"Oh, that's a bunch of bull. I mean, you realize they're lying. The whole couch is on fire. Just the facts."
Mrs. Henderson,"Are you lying to these policemen, Dusty?"
Dustin,"No."
Callahan,"Lying to cops is a crime, son."
Dustin,"I'm not lying."
Erica,"The fire is consuming us."
Powell,"Threaten them with a little jail time. Maybe that'll loosen their lips."
Mrs. Henderson,"Okay... You wanna send our kids to jail?"
Callahan,"We need to take this seriously."
Powell,"He didn't mean it like that. We're gonna try a more civilized approach. One at a time. You first."
Dustin,"Wait, what? Why me? I'm not even in Hellfire."
