name,line
Claudia,"Dusty! Dusty, how was it?"
Dustin,"How was what?"
Claudia,"""How was what?"" The greatest night of the year, of course."
Dustin,"Oh. Oh, yeah, it was... It was, uh, tubular."
Claudia,"What's wrong with you?"
Dustin,"Nothing."
Claudia,"Did something happen?"
Dustin,"No. What? No."
Claudia,"Are you constipated again?"
Dustin,"No. Mom!"
Claudia,"Okay, you're acting weird."
Dustin,"I am not acting weird!"
Claudia,"Whoa!"
Dustin,"Awesome, right? Yeah... I rigged the trap with, uh, a motor to make it look like I caught a ghost. Just like the movie."
Claudia,"Oh, Dusty."
Dustin,"Funny. Look at that. Look at that."
Dustin,"I told you to keep quiet. All you had to do was stay still for one minute. One minute."
Dustin,"Sorry, Yertle. Temporary eviction, buddy."
Dustin,"What are you, little guy?"
Dustin,"What were you doing in my trash?"
Dustin,"You hungry?"
Dustin,"Nougat. Go on, eat."
Dustin,"Too hot?"
Dustin,"Sorry about that, little guy."
Dustin,"You like nougat, too, huh?"
Dustin,"You're pretty cute, you know that? I'm glad I found you."
Dustin,"D'Artagnan. I'm gonna call you d'Artagnan."
Hopper,"Rise and shine."
Hopper,"So that's it, huh? You're still not talking?"
Hopper,"All right. I guess I'm just gonna have to, uh... enjoy this triple-decker Eggo extravaganza on my own."
Hopper,"Mmm! Good, right?"
Hopper,"Know the great thing about it? It's only 8,000 calories."
Hopper,"You visited him again last night?"
Eleven,"He says he needs me."
Hopper,"Want me to go check on him?"
Hopper,"I know that you miss him, all right? But it's too dangerous. You're the last thing he needs right now."
Hopper,"You're gonna see him. Soon. And not just in that head of yours. You're gonna see him in real life. I feel like I'm making progress with these people."
Eleven,"Friends don't lie."
Hopper,"What?"
Eleven,"You say ""soon"" on day 21. You say ""soon"" on day 205. You now say ""soon"" on day 326?"
Hopper,"What is this? You're counting the days now like you're some kind of prisoner?"
Eleven,"When is ""soon""?"
Hopper,"""Soon"" is when... it's not dangerous anymore."
Eleven,"When?"
Hopper,"I don't know."
Eleven,"On day 500?"
Hopper,"I don't know."
Eleven,"On day 600?"
Hopper,"I don't know."
Eleven,"Day 700? On day 800?"
Hopper,"No!"
Eleven,"I need to see him. Tell me!"
Hopper,"I said I... Oh! Shit! Shit!"
Eleven,"Friends don't lie!"
Joyce,"Jesus. Have you seen them?"
Unknown,"We're looking, Mom."
Bob,"A-ha! Found 'em. Hiding under some jeans, sneaky little buggers."
Joyce,"Thank you. Thank you. You're a life saver. Can you take Will to school today? I cannot be late again."
Unknown,"He's staying over now?"
Joyce,"Can you just take Will, please?"
Jonathan,"I can take him."
Joyce,"Will you make sure he gets in okay?"
Jonathan,"Yeah, of course."
Bob,"What do you say, big guy? Wanna go for a ride in the Bobmobile?"
Unknown,"Mr. Henderson, you know the rules. Five at a time."
Dustin,"Yep. One, two, three, four and five."
Unknown,"Ten."
Unknown,"You already have five books checked out."
Dustin,"My mistake. However... I am on a curiosity voyage, and I need my paddles to travel. These books... These books are my paddles."
Unknown,"Five at a time."
Dustin,"Are you shitting me?"
Unknown,"Excuse me?"
Dustin,"What the hell is... Mr. Henderson! I need my paddles!"
Bob,"Was that you I heard milling around last night, or was that a ghost?"
Will,"Yeah. Me, probably."
Bob,"Another nightmare?"
Will,"Um... no."
Bob,"Did I ever tell you about Mr. Baldo?"
Will,"Mr. Baldo?"
Bob,"Yeah. I was a little younger than you, standing in line for the Ferris wheel at the Roane County fair. And suddenly, I feel this fat white glove tap me on the shoulder. I spin around, and there he is. Mr. Baldo. ""Hey, kiddo, would you like a balloon?"" Go ahead, laugh. It's funny."
Bob,"It wasn't funny back then, I can tell you that. I couldn't get him out of my head. Every night, he would come to me in my dreams. And every night when he came to me... I ran."
Bob,"It got so bad that I made my mom stay in the room with me until I could fall asleep every night."
Will,"Really?"
Bob,"Really. It went on like that for months. And then one day, the nightmares suddenly stopped."
Will,"Wanna know how?"
Bob,"How? Well, I fell asleep... and just like always, Mr. Baldo came to me. Only this time, I didn't run. This time, I stood my ground. I just looked at Mr. Baldo in his stupid face, and I said, ""Go away. Go away!"" Just like that, he was gone. Never saw him again."
Bob,"Easy-peasy, right?"
Will,"Easy-peasy."
Bob,"Just like that."
Max,"I still don't get why they call him zombie boy."
Lucas,"I mean, I get it. He got lost in the woods for a week or something, but why is he a zombie? Because everyone thought he was dead?"
Max,"Yeah. I mean, we had a funeral for him and everything."
Lucas,"After a week?"
Max,"Well, see, some other kid drowned at the quarry. We thought it was Will because his body was super decomposed."
Lucas,"What?"
Max,"Okay, that's not funny."
Lucas,"It's not a joke, all right? It's public knowledge. You can ask anybody. Except Will, because he is really sensitive about it. All right?"
Max,"Okay."
Bob,"Have a great day, kiddo."
Mr. Clarke,"The case of Phineas Gage is one of the great medical curiosities of all time."
Mr. Clarke,"Phineas was a railroad worker in 1848 who had a nightmarish accident. A large iron rod was driven completely through his head."
Mr. Clarke,"Phineas miraculously survived. He seemed fine. And physically, yes, he was."
Mr. Clarke,"But his injury resulted in a complete change to his personality. So much so that friends that knew him started referring to him as ""No longer Gage."" At the time, this was known as the American Crowbar Case."
Mr. Clarke,"Although it wasn't a..."
Dustin,"I am so sorry, Mr. Clarke. Really, I'm so sorry. Please continue with the class."
Dustin,"Don't mind me. Really, continue, please. Thanks."
Mr. Clarke,"Although it wasn't a crowbar, it was a rod, as I said."
Dustin,"We have to meet. All of us. At lunch, AV Club."
Unknown,"Why?"
Dustin,"I have something that you won't believe."
Dustin,"AV Club. Lunch."
Mr. Clarke,"Dustin!"
Dustin,"Yes, my lord?"
Mr. Clarke,"Would you care to join the class now?"
Dustin,"Please, yes."
Mr. Clarke,"The case of Phineas Gage."
Dustin,"Phineas Gage."
Mr. Clarke,"Page 104."
Dustin,"104. 104."
Mr. Clarke,"Focus."
Dustin,"Focusing. Focusing."
Dustin,"AV Club."
Mr. Clarke,"And he began to curse, using terrible words that I don't dare repeat here."
Powell,"And we found some more by Gilbert's farm."
Callahan,"Some real nasty stuff."
Powell,"It was sticky."
Hopper,"All right. Where else?"
Powell,"That was it, Chief."
Hopper,"That was it, or you get tired of looking?"
Powell,"It was getting dark."
Callahan,"I mean, it was really dark."
Hopper,"They're called flashlights, you dipshits."
Powell,"Oh, okay. Someone woke up on the wrong side of the bed this morning."
Powell,"More lady problems, Chief?"
Callahan,"Hey, Chief! Where you going?"
Powell,"You want us to go back out there?"
Callahan,"Why's he gotta kick the door?"
Powell,"Hey, Chief!"
Hopper,"My granddad used to live here. Long time ago."
Hopper,"I mainly just use it for storage now."
Hopper,"Lot of history here."
Hopper,"So, uh... what do you think? It's a work-in-progress. You know, it's, uh... It takes a little imagination, but, uh... once we fix it up, it's gonna be nice. Real nice."
Hopper,"This is your new home."
Eleven,"Home."
Hopper,"Oh, yeah. Yeah, yeah. All right, this... this is music."
Hopper,"All right. Let's get to work."
Hopper,"Give me those."
Hopper,"Okay. Now, this is called a trip wire. It's like an alarm."
Hopper,"You, uh, set it up like this. And then, anybody gets close, it's gonna make a loud noise like, uh, gunfire. Bang!"
Hopper,"Those bad men aren't gonna find ya. All right? Not way the hell out here. We'll take some precautions."
Hopper,"There's gonna be a couple ground rules."
Hopper,"Rule number one: always keep the curtains drawn."
Hopper,"Rule number two: only open the door if you hear my secret knock."
Hopper,"And rule number three: don't ever go out alone, especially not in the daylight."
Hopper,"That's it. Three rules."
Hopper,"I call 'em the, uh... Don't Be Stupid Rules."
Hopper,"'Cause we're not stupid. Right?"
Eleven,"Not stupid."
Unknown,"Harrington, right? I heard you used to run this school. That true? King Steve, they used to call you, huh? Then you turned bitch."
Steve,"Hey, maybe you should just shut up and just play the game."
Unknown,"Whoo! That's what I'm talking about! Whoo!"
Nancy,"Steve?"
Steve,"What are you doing here?"
Nancy,"What do you think?"
Steve,"Where were you this morning? I missed first period."
Nancy,"I figured Jonathan would take you."
Steve,"Wha... What are you talking about?"
Nancy,"Jesus, you really can't handle your alcohol."
Steve,"Uh..."
Nancy,"You remember going to Tina's party last night, right?"
Steve,"Yes."
Nancy,"And then what?"
Steve,"I remember dancing, and... spilling some punch. You got mad at me because I was drunk... and then you took me home."
Nancy,"No, see, that's where your mind gets a little bit fuzzy. That was your other boyfriend. That was... That was Jonathan."
Steve,"I don't understand."
