name,line
Woman,"Thanks."
Hopper,"Hands up. Hands up! Whoa, whoa, whoa, whoa, whoa, whoa. Forgot all the cameras, bub? Look, Dr. Brenner asked for me specifically. Okay? How else do you think I got in here? What's your name again? It's Jim Hopper. Chief Jim Hopper."
Man on radio,"Come again?"
Lonnie,"Drink. It'll calm your nerves. Help you think straight, yeah? I know. I know."
Joyce,"I don't know what to do. This whole time... I... I could... I could feel him. He was... He was so close. He was... he was right there. I knew he was alive. Our hands... our hands were almost touching. Now it's like I... uh... God, it's like I can't feel him anymore. Don't look at me like that. Like how everybody is looking at me. Like I'm out of my damn mind."
Lonnie,"Like what? Hey. You're not gonna like this, but I think you need to seriously consider the possibility that all this... It's in your head. You remember your Aunt Darlene? No, this is not that. I mean, when something like this happens, your mind makes up stuff for you to cope, you know? I mean, Jesus, there's a funeral tomorrow for our little boy and you're saying his body is fake."
Joyce,"He's in the wall. I mean, how do you explain that? It just doesn't make sense. It doesn't. They can't help. Well, they can't help. Joyce, you just told me... that Will is gone. What else is there to do?"
Hopper,"Will? Will? Will? Will?"
Mike,"What was Will saying? Like home... Like home... but dark? Like home. Like his house? Or maybe like Hawkins. Upside down. What'd she say? Upside down. When El showed us where Will was, she flipped the board over, remember? Upside down. Dark. Empty. Guys, come on, think about it. When El took us to find Will, she took us to his house, right? But what if he was there? What if we just couldn't see him? What if he was on the other side? What if this is Hawkins and... this is where Will is? The Upside Down."
Lucas,"And empty. Empty and cold. Wait, did he say cold? I don't know. The stupid radio kept going in and out."
Mike,"It's like riddles in the dark."
Lucas,"What?"
Mike,"Do you understand what he's talking about? Yeah. And he wasn't there."
Lucas,"But what if he was there?"
Mike,"What if he was on the other side?"
Dustin,"The Vale of Shadows is a dimension that is a dark reflection or echo of our world. It is a place of decay and death. A plane out of phase. A place of monsters. It is right next to you, and you don't even see it."
Mike,"An alternate dimension."
Lucas,"But... how... how do we get there?"
Dustin,"You cast Shadow Walk."
Mike,"In real life, dummy."
Dustin,"We can't shadow walk, but... maybe she can."
Mike,"Do you know how we get there? To the Upside Down?"
Hopper,"Hey! Hey! Hey! I see him! Hey! Stop!"
Lonnie,"Yeah, I'm here as long as you need me, okay? How are you holding up?"
Jonathan,"What happened? That thing you saw before, did it come back? Can we talk? Alone? You need to leave. Yeah. Maybe he was. This isn't some kind of joke. You come in here and you start feeding into her hallucinations or whatever the hell you want to call it, you're gonna push her right over the edge. You hear me? Thank God you're here. Do me a favor. At the funeral tomorrow, just behave. If not for me, for your mother."
Lonnie,"Look, I know you're upset. We all are. But you need to listen to me. Your mother is sick. Really sick. Yeah, well, you being here, you're just making things worse, like always. I'm on your side. I'm here to help. I'm gonna make things better around here for all of us."
Joyce,"Don't worry about that. Jonathan, that's enough."
Karen,"Good. Looks good. You look nice, sweetie. You can borrow my black heels if you want. The ones you wore to Cathy's birthday."
Nancy,"Ah! Dad, you're... you're choking me. I'm fine. Thanks."
Pastor Charles,"Fear not, for I am with you. Be not dismayed, for I am your God. I will strengthen you. Yes, I will help you. I will uphold you with my righteous right hand. It's times like these that our faith is challenged. How, if He is truly benevolent... could God take from us someone so young, so innocent? It would be easy to turn away from God... but we must remember that nothing, not even tragedy, can separate us from His love. We are here today to find comfort in the truth of scripture, and to surround Will and his family..."
Karen,"I'm so, so sorry. Yeah, if there's anything we can do..."
Joyce,"Oh, thank you so much for coming. I appreciate it. Thank you so much. Take care, all right? Thanks. Thanks for coming out."
Dustin,"I see Will the Wise is back. What's that shooting out of his cane? Fireballs. I couldn't find the red crayon, so that's why it's green. Most of the time, yeah, totally. But... sometimes the bad guys are smart, too. You know?"
Nancy,"Oh, well... if he's so wise, why does he need fireballs? Why can't he just, you know, outsmart the bad guys? So he needs the fireballs?"
Dustin,"Yeah. Well, yeah, to burn them to a crisp."
Nancy,"All right. Well, I don't know who's been raising you, but I'm gonna get you some new crayons because it looks like he's shooting cabbages."
Lucas,"Will! Will, it's us! Are you there? Why can't he hear us?"
Dustin,"Can you hear us? We're here!"
Will,"Hello? Mom? Mom, it's coming!"
Mike,"I don't know! She was there."
Jonathan,"This is where we know for sure it's been, right? And that's the woods where they found Will's bike and... that's my house. It's all so close."
Nancy,"So, that's... Steve's house."
Jonathan,"Yeah. Exactly. I mean, it's all within a mile or something. Whatever this thing is, it's... it's not traveling far."
Nancy,"You want to go out there."
Jonathan,"We might not find anything."
Nancy,"I found something. And if we do see it... then what?"
Jonathan,"We kill it."
Nancy,"What are you doing?"
Jonathan,"Just give me a second."
Nancy,"Are you serious? What? You want to find this thing and take another photo? Yell at it?"
Jonathan,"This is a terrible idea."
Nancy,"Yeah, well, it's the best we've got. What? You can tell someone, but they're not gonna believe you. You know that."
Jonathan,"Your mom would."
Nancy,"She's been through enough. She deserves to know."
Jonathan,"Yeah, and I'll tell her... when this thing is dead."
Repairman,"Let's take a look, huh? That right?"
Dustin,"I don't know what in the world caused it. Mr. Clarke says he's never seen anything like it. Yeah, he runs the AV Club. Apparently, some of the less athletic types go nuts for this stuff."
Mike,"Mr. Clarke? We were wondering if you had time to talk? We have some questions."
Dustin,"A lot of questions."
Mike,"So, you know how in Cosmos, Carl Sagan talks about other dimensions? Like, beyond our world?"
Mr. Clarke,"Yeah, sure. Theoretically."
Mike,"Right, theoretically. So, theoretically, how do we travel there?"
Mr. Clarke,"You guys have been thinking about Hugh Everett's Many-Worlds Interpretation, haven't you? Well, basically, there are parallel universes. Just like our world, but just infinite variations of it. Which means there's a world out there where none of this tragic stuff ever happened."
Dustin,"Yeah, that's not what we're talking about."
Mr. Clarke,"Oh."
Mike,"We were thinking of more of an evil dimension, like the Vale of Shadows. You know the Vale of Shadows?"
Mr. Clarke,"An echo of the Material Plane, where necrotic and shadow magic... If that did exist, a place like the Vale of Shadows, how would we travel there?"
Mike,"Theoretically."
Mr. Clarke,"Well... Picture... an acrobat... standing on a tightrope. Now, the tightrope is our dimension. And our dimension has rules. You can move forwards, or backwards. But, what if... right next to our acrobat, there is a flea? Now, the flea can also travel back and forth, just like the acrobat. Here's where things get really interesting. The flea can also travel this way... along the side of the rope. He can even go... underneath the rope."
Mike,"Upside down."
Lucas,"Upside down."
Dustin,"Upside down."
Mr. Clarke,"Exactly. But we're not the flea, we're the acrobat. In this metaphor, yes, we're the acrobat."
Mike,"So we can't go upside down?"
Mr. Clarke,"No."
Lucas,"Well, is there any way for the acrobat to get to the Upside Down?"
Mr. Clarke,"Well... you'd have to create a massive amount of energy. More than humans are currently capable of creating, mind you, to open up some kind of tear in time and space, and then... you create a doorway."
Mike,"Like a gate?"
Mr. Clarke,"Sure. Like a gate. But again, this is all..."
Dustin,"Theoretical."
Mike,"But... but what if this gate already existed?"
Mr. Clarke,"Well, if it did, I... I think we'd know. It would disrupt gravity, the magnetic field, our environment. Heck, it might even swallow us up whole. Science is neat. But I'm afraid it's not very forgiving."
Powell,"Jesus, Chief. You all right? We tried calling, but..."
Hopper,"What are you doing here? Yeah, the phone's dead."
Powell,"Hey, so Bev Mooney came in this morning all upset. Said that Dale and Henry went hunting yesterday... and they didn't come back home. She thought they were on another binger, but she's not so sure now. I think this whole Will Byers thing has everybody on edge."
Hopper,"Where was this?"
Powell,"It was at the station."
Hopper,"No, no. Where did Henry and Dale go hunting?"
Powell,"Oh. Uh, out near Kerley."
Hopper,"Mirkwood. Okay. You go back to the station. I'll take care of this, all right? Yeah, leave it."
Powell,"Are you sure? Oh, hey. Uh, they found Barbara's car."
Hopper,"What?"
Powell,"Barbara Holland's car. Seems she ran away after all. Staties found it late last night at a bus station. Funny, right? They keep doing our job for us."
Hopper,"Yeah. It's funny."
Callahan,"Is he off his meds again?"
Powell,"He's been spending too much time with Joyce Byers. That's what I think."
Joyce,"What are you doing? I told you not to take these down."
Lonnie,"What does it look like I'm doing? You want to freeze to death all winter? They were in the way, babe. How long are you gonna keep those up? I mean, really? You know, it's a shame what they've done to this family."
Joyce,"What?"
Lonnie,"The Sattler Company. I went to the quarry on the way over here. I just wanted to look around, you know? Couldn't believe it. I just couldn't believe it. No warning signs, no fence, no nothing. Ought to be held accountable if you ask me."
Mike,"It would take a lot of energy to build a gate like this. But that's got to be what happened. Otherwise, how'd Will get there, right?"
Dustin,"Right."
Mike,"What we want to know is, do you know where the gate is?"
Dustin,"Then how do you know about the Upside Down?"
Mike,"Dustin, what are you doing? Dustin? Dustin!"
Lucas,"Dustin!"
Dustin,"I... I need to see your compasses. Your compasses. All of your compasses, right now! What's exciting about this? Well, they're all facing north, right? Well, that's not true north."
Lucas,"Yeah, so? What do you mean?"
Dustin,"I mean exactly what I just said. That's not true north. Are you both seriously this dense? The sun rises in the east, and it sets in the west. Right? Which means that's true north."
Mike,"So what you're saying is the compasses are broken."
Dustin,"Do you even understand how a compass works? Do you see a battery pack on this? No, you don't. Because it doesn't need one. The needle's naturally drawn to the Earth's magnetic North Pole."
Lucas,"So what's wrong with them?"
Dustin,"Well, that's what I couldn't figure out, but then I remembered. You can change the direction of a compass with a magnet. If there's the presence of a more powerful magnetic field, the needle deflects to that power. And then I remembered what Mr. Clarke said. The gate would have so much power... It could disrupt the electromagnetic field."
Mike,"Exactly."
Dustin,"Meaning, if we follow the compasses' north... They should lead us to the gate."
Jonathan,"What are you doing here?"
Nancy,"Nothing. I hope that's not meant for me."
Jonathan,"What? No. Oh, no, I was just... thinking about joining softball."
Nancy,"Oh. Okay."
Jonathan,"Well, uh... listen, I'm really sorry. I mean, even before you threatened me with the baseball bat. I panicked and... I mean, I was a total dick."
Nancy,"Yeah, you were."
Jonathan,"Did you get in trouble with your parents?"
Nancy,"Totally, but... you know, who cares? Screw 'em."
Jonathan,"Any news about Barbara? Parents heard from her? Or..."
Nancy,"No."
Jonathan,"Hey, listen. Why don't we, uh, why don't we catch a movie tonight, you know? Just kinda pretend everything's normal for a few hours. All The Right Moves is still playing. You know, with your lover boy from Risky Business?"
Nancy,"Yeah, I know."
Jonathan,"You know, Carol thinks I actually kinda look like him. What do you think? Huh?"
Nancy,"I just, I... I don't think I can. I've been really busy with this whole funeral thing and... with my brother. It's been really hard on him."
Jonathan,"Yeah, sure. Sure, yeah, yeah."
Nancy,"So... I should go. Sorry. I'll call you later. Is that okay?"
Jonathan,"Yeah. Yeah, of course."
Joyce,"You were here for the money! The money! Admit it! You aren't here 'cause of Will. You never cared about him. You never did! I can't believe I fell for this."
Lonnie,"No! Jesus, Joyce, it was his funeral today. Do we have to do this right now? I'm here to help, Joyce. We could use that money for good."
Joyce,"To help? Oh, like maybe to pay off your debts? To pay for Jonathan to go to school! Lie to me! Yeah, well, where does he wanna go? NYU, Lonnie! He's wanted to go to NYU since he was six years old!"
Lonnie,"I'm not lying to you! What? We get that money, anywhere he damn well pleases! So then he goes to NYU!"
Joyce,"Get out. Get out! Oh, brother, I have not needed you for a long time!"
Lonnie,"You need me here, Joyce. Oh, no? Look what happened."
Joyce,"Oh, don't you dare. At least I was here! Just look around at this place. All your Christmas lights. What the hell am I supposed to think? You're such a great mom? You're a mess! Maybe I am a mess. Maybe I'm crazy. Maybe I'm out of my mind! But, God help me, I will keep these lights up until the day I die if I think there's a chance that Will's still out there! Now, get out! Get out of my house!"
Nancy,"You're supposed to hit the cans, right?"
Jonathan,"No, actually, you see the spaces in between the cans? I'm aiming for those."
Nancy,"Ah. You ever shot a gun before?"
Jonathan,"Yeah, I haven't shot one since I was ten. My dad took me hunting on my birthday. He made me kill a rabbit."
Nancy,"A rabbit?"
Jonathan,"Yeah. I guess he thought it would make me into more of a man or something. I cried for a week."
Nancy,"Jesus. Screw that."
Jonathan,"What? I'm a fan of Thumper. Yeah. I guess he and my mother loved each other at some point, but... I wasn't around for that part."
Nancy,"I meant your dad. I don't think my parents ever loved each other. They must've married for some reason. My mom was young. My dad was older, but he had a cushy job, money, came from a good family. So they bought a nice house at the end of the cul-de-sac... and started their nuclear family."
Jonathan,"Screw that."
Nancy,"Yeah. Screw that. Just, uh, point and shoot."
Hopper,"Hey. Jim? I know, I know, I know. I just wanted to... I just wanted to hear your voice and, uh... I just wanted to say that, um... even after everything that happened, I don't... I don't regret any of it. And those seven years, they were... everything to me."
Woman,"Why are you calling me here? I told you not to call me. Have you been drinking?"
Hopper,"No. No. You know what, actually, I have been drinking, I'm sorry."
Woman,"Jim, I can't... Just take care of yourself, okay?"
Hopper,"Say hi to Bill for me. Are you sure..."
Dustin,"How much further? You really need to learn more about compasses."
Lucas,"I don't know. These only tell direction, not distance."
Dustin,"I'm just saying. Uh, I think a portal to another dimension is gonna be pretty obvious."
