name,line
Jonathan,"Nancy! Come on, come on. Where are you?"
Nancy,"Jonathan! Jonathan! I'm right here!"
Jonathan,"Nancy! Follow my voice, Nancy, I'm right here!"
Nancy,"Jonathan, where are you? I'm right here!"
Jonathan,"Just follow my voice! I'm right here!"
Unknown,"I just don't understand why we're coming out here. She obviously doesn't wanna talk to you."
Steve,"That's not it. She was acting weird. I mean, something was wrong."
Unknown,"Oh, really? Because no girl would ever blow off King Steve. So what? Like, you're worried about her?"
Steve,"What?"
Unknown,"Aw, you are. Aw, Steve has a heart. Oh, Stevey's in love. Who knew?"
Steve,"Would you just stop? Would you just shut up?"
Carol,"Damn. Sorry."
Steve,"So this is it, huh? Princess' castle. I'll just be a minute."
Joyce,"Look, we gotta go through this again."
Hopper,"I told you everything that I saw. Upstairs. There was a laboratory. It was where they must do experiments or something, and then there was this kid's room."
Joyce,"Oh, gosh. Tell me again. How do you know it was a kid's room?"
Hopper,"More like a prison. The size of the bed, there was a drawing, there was a stuffed animal."
Joyce,"You didn't say there was a drawing."
Hopper,"Yeah, there was a drawing of an adult and a child. It said 'Eleven' on it."
Joyce,"Was it good?"
Hopper,"It was a kid's drawing, Joyce. It was stick figures. Wasn't Will."
Joyce,"Earl... The night that Benny died, Earl said he saw some kid with a shaved head with Benny. Now, I pressed him, he said it might be Will, but maybe it wasn't?"
Hopper,"Look, this woman, Terry Ives, she claims to have lost her daughter, Jane. She sued Brenner, she sued the government. Now, the claims came to nothing, but what if I mean, what if this whole time I've been looking for Will, I've been chasing after some other kid?"
Nancy,"Better?"
Jonathan,"Yeah."
Nancy,"Is this okay? Uh, I found it in the closet. I can go home. I just figured..."
Jonathan,"Yeah, no. I don’t wanna be alone."
Nancy,"Do you?"
Jonathan,"No. Uh... no."
Nancy,"Can you just come up here?"
Jonathan,"Yeah."
Nancy,"Do you want the lights off, or..."
Jonathan,"On."
Nancy,"Yeah. You know, it can’t get us in here."
Jonathan,"We don't know that."
Hopper,"Uh, yeah, it’s Ives. Terry Ives. That’s with a 'Y.' Yeah, I got a pen. Hang on. Great, thanks. I really appreciate this, Frank. Say hi to the boys for me, too, would you?"
Joyce,"Did you get it?"
Hopper,"I got it."
Nancy,"Hey. Couldn’t sleep?"
Jonathan,"Every time I close my eyes, I just keep seeing that thing."
Nancy,"Wherever I was, that place I think that it lives there. It was feeding there. Feeding on that deer. That means that if Will and Barbara..."
Jonathan,"Hey. My mom said she talked to Will. If he’s alive, there’s a chance Barbara is, too."
Nancy,"That means that she’s trapped in that place. We have to find it again."
Jonathan,"You wanna go back out there?"
Nancy,"Maybe we don’t have to. When I saw it, it was feeding on that deer. Meaning it’s a predator, right?"
Jonathan,"Right."
