name,line
Unknown Speaker 1, "Still nothing?"
Unknown Speaker 2, "Nothing."
Unknown Speaker 3, "Food court? You sure they said food court?"
Unknown Speaker 4, "I'm sorry, have my translation skills been letting you down?"
Unknown Speaker 5, "We don't know it's your kids."
Unknown Speaker 6, "Yes, we do."
Mike, "There's something in there."
Eleven, "No!"
Unknown Speaker 7, "Jesus Christ."
Unknown Speaker 8, "Keep her talking. Keep her awake, okay?"
Dustin, "Jesus Christ."
Mike, "Hey, hey, hey. Stay awake, stay awake. Let's get her on this side, on this side."
Unknown Speaker 9, "Easy, easy, easy, easy."
Robin, "It's, uh..."
Robin, "You know, it's not actually that bad. There was a..."
Robin, "The goalie on my soccer team, Beth Wildfire,"
Robin, "this other girl slid into her leg, and the bone came out of her knee,"
Robin, "six inches or something, it was insane."
Unknown Speaker 10, "Robin."
Robin, "Yeah?"
Unknown Speaker 11, "You're not helping."
Robin, "I'm sorry."
Mike, "Okay. All right, El?"
Mike, "This is gonna hurt like hell, okay?"
Eleven, "Okay."
Jonathan, "Need you to stay real still."
Jonathan, "Here, you're gonna want to bite down on this, okay?"
Dustin, "Jesus Christ."
Dustin, "Holy shit. Holy shit."
Jonathan, "Do it."
Mike, "Okay."
Dustin, "Jonathan!"
Nancy, "Stop talking!"
Nancy, "No! Stop it!"
Eleven, "Stop! Stop!"
Eleven, "I can do it."
Eleven, "I can do it."
Eleven, "God!"
Eleven, "God!"
Mike, "The Mind Flayer, it built this monster in Hawkins,"
Mike, "to stop El, to kill her and pave a way into our world."
Nancy, "And it almost did. That was just one tiny piece of it."
Hopper, "How big is this thing?"
Jonathan, "It's big."
Lucas, "Yeah."
Jonathan, "Thirty feet, at least."
Lucas, "It sorta destroyed your cabin."
Lucas, "Sorry."
Steve, "Okay, so, just to be clear, this..."
Steve, "this big fleshy spider thing that hurt El,"
Steve, "it's some kind of gigantic... weapon?"
Nancy, "Yes."
Steve, "But instead of, like, screws and metal,"
Steve, "the Mind Flayer made its weapon..."
Nancy, "with melted people."
