name,line
Murray, "It's perfect. Somewhere like… I can totally see it. You in Indiana."
Antonov, "Yeah. Indiana?"
Murray, "Yeah. Well, you have a certain stoic... More Clint Eastwood than..."
Yuri, "Good news, my friends. Katinka feeling better. Shall we give her another try?"
Murray, "Why not? Asshole."
Antonov, "This guy."
Yuri, "Yuri!"
Murray, "That's enough. That's enough! Hey! The hell you think you're doing?"
Yuri, "Get your hands off me, potato head."
Murray, "You're trying to break her, aren't ya? Get us captured again so you can get your reward? That it?"
Yuri, "What do you two lizard brains know? You're engineers now?"
Murray, "I know that sound is not good."
Yuri, "On contrary, those noises you hear, that… it's very good sign."
Murray, "Good sign, huh?"
Yuri, "Yeah. My women make noise when I please them. You don't know what that is like. I understand. But for those like me who knows what and where to touch, much noise."
Joyce, "Yeah. These are the smallest I could find. That's it for shirts. Oh. Well… Cute."
Hopper, "Yuri has good taste. What can I say?"
Joyce, "Um… Oh, sorry."
Hopper, "Sorry."
Joyce, "I'll go over here."
Hopper, "Okay."
Joyce, "What did they do to you? Oh my God."
Hopper, "No, it's not that bad. It's… You know, I needed to lose weight anyway. It's given me time to think, you know? About who I've been and… And what I've done. I never should’ve sent you that message."
Joyce, "You didn't know what was gonna happen."
Hopper, "I knew it'd be dangerous."
Joyce, "So did I. I made this choice. And I would choose it again, even knowing everything that I know. I would. Plus, you know, we do have that date to get to."
Hopper, "Remember?"
Joyce, "'Remember'? I've been dreaming about it."
Hopper, "Oh, yeah? Yeah. I have it all planned out."
Joyce, "Pray tell."
Hopper, "I'm getting two orders of bread sticks. Two. Those things knock your socks off. Enzo puts some spice on 'em. I don't know what it is, but it’s good. And you dip it in olive oil? Forget about it. And, uh, I'm wavering on the main course between the veal and the lasagne. But I think I gotta go with lasagne, right?"
Joyce, "So, you… you've been dreaming about bread sticks and lasagne?"
Hopper, "I've been on a diet of watery soup, moldy bread, and maggots, so, yeah, I've been dreaming about bread sticks and lasagne. I mean, sue me. Should I have been dreaming about something else?"
Joyce, "You tell me."
Hopper, "Well, there's wine."
Joyce, "Oh, well, wine's good."
Hopper, "I was thinking about a nice 'Cheeanti.'"
Joyce, "Chianti."
Hopper, "Chianti, right. Then there's dessert."
Joyce, "You gotta have dessert."
Hopper, "Gotta have dessert."
Joyce, "And after that?"
Hopper, "I don’t know."
Joyce, "Use your imagination."
Hopper, "Who needs imagination? Damn it!"
Joyce, "Remember, they're listening!"
Nancy, "Okay. I wanna run through it one more time."
Nancy, "Phase one."
Steve, "We meet Erica at the playground. She’ll signal Max and Lucas when we’re ready."
Nancy, "Phase two."
Steve, "Max baits Vecna. He’ll go after her, which’ll put him in his trance."
Nancy, "Phase three?"
Dustin, "Me and Eddie draw the bats away."
Nancy, "Four."
Robin, "We head into Vecna’s newly bat-free lair, and… flambé."
Nancy, "Nobody moves on to the next phase until we’ve all copied. Nobody deviates from the plan, no matter what. Got it?"
All, "Got it."
Dustin, "Be careful."
Steve, "Thanks, buddy. Here goes nothing."
Eddie, "What does he want us to do, applaud?"
Steve, "All right. Let’s go. Gotcha. Hey, guys, listen. If things here start to go south, I mean, at all, you abort. Okay? Draw the attention of the bats. Keep ‘em busy for a minute or two. We’ll take care of Vecna. Don’t try to be cute or be a hero or something. Okay? You guys are just... Decoys."
Dustin, "Decoys. Don’t worry. You can be the hero, Steve."
Eddie, "Absolutely. I mean, look at us. We are not heroes."
Dustin, "Hey, Steve? Make him pay."
Jonathan, "No, no. Like I said, I… I’ve tried everyone. Yeah, TWA, Pan Am, Eastern. No, it doesn’t have to be a one-way. I’ll take one seat, if you have it. I mean, please, there has to be something that you can do. One of our family members is really, really sick, and I don’t know if she’s gonna make it through the night. Is there any way that you could just… No. No. No. Like I said before, I… I’ve tried them already. Okay, well, is there any way that I could speak to a manager? There… There’s no one there? No, that’s the problem. I can’t call back."
Terry, "Breathe. Sunflower. Rainbow. Three to the right. Four to the… Three. Rainbow."
Mike, "Damn it."
Will, "What’d they say?"
Mike, "Earliest is tomorrow."
Will, "No. That’s way too late."
Mike, "Shit. I know."
Argyle, "Hey, dudes? Ask ‘em if we can ride in the baggage compartment."
Jonathan, "The baggage compartment?"
Mike, "We’d suffocate."
Argyle, "Dogs ride in there all the time, man. They don’t suffocate."
Mike, "Jesus Christ."
Will, "Holy shit."
Eleven, "I have a way. A way to protect Max. From here. This is Max. When One attacks, he’ll be in her mind. But I can do that too. I went into Mama’s mind, into Billy’s. I can go into Max’s. She can carry me to Vecna. I can piggyback. I can protect her. From One. Fight him from here."
Argyle, "Mind fight. Righteous."
Will, "Wait, so you actually think this can work?"
Eleven, "A bathtub would help."
Argyle, "Yeah. Gotta be clean to enter the mind."
Mike, "What? No, no. It’s a sensory deprivation tank. It helps her calm down and focus on her powers."
Jonathan, "Wait, we… we just passed a motel."
Mike, "Yeah, but they won’t have enough salt."
Argyle, "Well, how much salt are we talking here, my dudes?"
Mike, "Well, depends on the size of the tub, but a lot."
Jonathan, "Does 600 pounds suffice?"
Mike, "You know a place that has 600 pounds of salt?"
Argyle, "Let’s see… Yep. Yep. It’ll work."
Mike, "What will work?"
Argyle, "I know a magical place that has all you need, my brave, little super powered friend. That mind fight is on. Come on. ¡Vámonos! Let’s go! Pronto!"
Max, "Holy shit. This is insane. Against the rules? We make our own rules."
Sullivan, "Hey! I think we got something."
Agent, "Send Ryan."
Sullivan, "I don’t wanna waste any more time with bullshit leads."
Agent, "I don’t think you’ll wanna send Ryan on this one."
Sullivan, "You know the murder house on Morehead?"
Agent, "Yeah. What about it?"
Hopper, "Okay, and, uh, who exactly was this mystery woman?"
Murray, "Not sure. I mean, she wasn’t exactly Miss Talkative. You know? I spent five minutes trying to convince her I was real. I’m supposed to be dead, remember? Anyway, I finally get around to half-convincing her, she starts to open up a little, then says that she’s… A friend of the doc’s."
Hopper, "Great, so am I. Now put me on the phone with him."
Murray, "I’m afraid the doc is indisposed."
Hopper, "Indisposed?"
Murray, "It gets worse. She said the doc’s with the girl. And the girl went off to fight some evil in Hawkins. Then they all went off-grid. The doc, the girl, everybody."
Hopper, "'The girl,' meaning… El."
Murray, "Yeah, it has to be."
Hopper, "This is your daughter, American?"
Murray, "Mm-hmm. And they’re not alone. Joyce’s kids are with ‘em."
Hopper, "Okay, I… I see the mood here is bleak. And understandably so. But I do think we need to consider the very real possibility that this mystery woman is, in fact, KGB. And she’s..."
Joyce, "No. She’s telling the truth. When we were in the lab, those particles we saw, they were alive. And if they’re alive, that means a gate’s open in Hawkins."
Antonov, "'Gate'? What does this mean?"
Joyce, "It means we have to go home right now. What is taking so long?"
Hopper, "I thought you said he was close."
Joyce, "Yeah, close to sabotaging us, you mean."
Murray, "We think he’s playing us again."
Joyce, "So put a goddamn gun to his head."
Murray, "And then what? He just spits out more lies. It’s moot anyway. If your kids are truly in some kind of imminent danger, even if we were to leave this very moment, we wouldn’t make it in time. The earliest we’d get there is late tomorrow."
