name,line
Unknown,"Mother of God."
Unknown,"It's... it's polycarbonate. It can't get through."
Unknown,"Mother Mary and Joseph."
Unknown,"You sure about that glass?"
Unknown,"What the hell?"
Unknown,"We're too late. What?"
Unknown,"We're too late!"
Unknown,"What's going on?"
Unknown,"We're under attack."
Unknown,"What's going on down there? Does anybody copy?"
Unknown,"Hurry!"
Owens,"Stairs! Stairs!"
Unknown,"We need to make Will sleep."
Unknown,"What? He's a spy. If he knows where we are, so does the shadow monster."
Unknown,"He's lying!"
Unknown,"He killed those soldiers. He'll kill us, too!"
Will,"He's lying! He's lying! He's lying! He's lying! He's lying!"
Unknown,"Those are gunshots!"
Will,"He's lying! He's lying!"
Joyce,"Okay, Will, Will, listen, listen. Do you know who I am? Do you know who I am?"
Will,"You're... You're... You're Mom."
Unknown,"Hold him down."
Will,"No! No! Let go! No! No! Let me go! Let go! No, let me go!"
Joyce,"I'm sorry. I'm so sorry."
Will,"Let me go! Let me go! Let me go!"
Unknown,"We gotta go. We gotta go."
Unknown,"Come on!"
Unknown,"Oh, my God."
Unknown,"Oh, my God."
Unknown,"Hey, guys, we're home."
Unknown,"Guys?"
Unknown,"Hello?"
Unknown,"Max?"
Susan,"Billy?"
Billy,"Yeah, I'm a little bit busy in here, Susan."
Neil,"Open the door. Right now."
Billy,"What's wrong?"
Neil,"Why don't you tell us?"
Billy,"Because I don't know."
Neil,"We can't find Maxine. And her window's open."
Neil,"Where is she?"
Billy,"I don't know."
Neil,"You don't know?"
Billy,"Look, I'm sure she just, I don't know, went to the arcade or something. I'm sure she's fine."
Neil,"You were supposed to watch her."
Billy,"I know, Dad. I was. It's just you guys were three hours late, and, well, I have a date. I'm sorry, okay?"
Neil,"That's why you've been staring at yourself in the mirror like some faggot instead of watching your sister?"
Billy,"I have been looking after her all week, Dad. Okay? She wants to run off, then that's her problem, all right? She's 13 years old. She shouldn't need a full-time babysitter. And she's not my sister!"
Neil,"What did we talk about? What did we... talk about?"
Billy,"Respect and responsibility."
Neil,"That is right. Now, apologize to Susan."
Billy,"I'm sorry, Susan."
Susan,"It's okay, Neil, really..."
Neil,"No, it's not okay. Nothing about his behavior is okay. But he's gonna make up for it. He's gonna call whatever whore he's seeing tonight and cancel their date. And then he's gonna go find his sister. Like the good, kind, respecting brother that he is. Isn't that right, Billy? Isn't that right?"
Billy,"Yes, sir."
Neil,"I'm sorry, I couldn't hear you."
Billy,"Yes, sir."
Neil,"Find Max."
Lucas,"You're positive that was Dart?"
Dustin,"Yes. He had the same exact yellow pattern on his butt."
Lucas,"He was tiny two days ago."
Dustin,"Well, he's molted three times already."
Lucas,"Malted?"
Dustin,"Molted. Shed his skin to make room for growth like hornworms."
Max,"When's he gonna molt again?"
Dustin,"It's gotta be soon. When he does, he'll be fully grown, or close to it. And so will his friends."
Steve,"Yeah, and he's gonna eat a lot more than just cats."
Lucas,"Wait, a cat?"
Max,"Dart ate a cat?"
Dustin,"No, what? No."
Steve,"What are you talking about? He ate Mews."
Max,"Mews? Who's Mews?"
Lucas,"It's Dustin's cat."
Steve,"Steve!"
Dustin,"I knew it! You kept him! No! No. No, I... No, I... He missed me. He wanted to come home."
Lucas,"Bullshit!"
Dustin,"I didn't know he was a Demogorgon, okay?"
Lucas,"Oh, so now you admit it?"
Steve,"Guys, who cares? We have to go."
Lucas,"I care! You put the party in jeopardy! You broke the rule of law!"
Dustin,"So did you!"
Lucas,"What?"
Dustin,"You told a stranger the truth!"
Max,"A stranger?"
Dustin,"You wanted to tell her, too!"
Lucas,"But I didn't, Lucas, okay? I didn't tell her! We both broke the rule of law, okay? So we're even. We're even."
Dustin,"No, no! We're not even. Don't even try that. Your stupid pet could have ate us for dinner!"
Dustin,"That was not my fault!"
Steve,"Guys?"
Dustin,"He wasn't gonna eat us."
Lucas,"He was crawling to come say hello?"
Steve,"Guys!"
Max,"No, no, no. Hey, guys, why are you headed towards the sound?"
Max,"Hello? Hello?"
Dustin,"I don't see him."
Lucas,"It's the lab."
Lucas,"They were going back home."
Unknown,"Look, this is us, and this is the nearest exit. But even if we somehow make it there, there's no way out."
Hopper,"What do you mean?"
Unknown,"The locks are fail secure."
Hopper,"Fail secure?"
Unknown,"If there's a power outage, the building goes on lockdown."
Hopper,"Can it be unlocked remotely?"
Unknown,"With a computer, sure, but somebody's gotta reset the breakers."
Hopper,"Where are the breakers?"
Unknown,"Breakers are in the basement, three floors down."
Joyce,"Hey, where are you going?"
Hopper,"To reset the breakers."
Joyce,"Okay, then what?"
Hopper,"Then we get out of here."
Unknown,"No, then the power comes back on. If you wanna unlock the doors, you have to reboot the computer system, and then override the security codes with a manual input."
Hopper,"Fine, how do I do that?"
Unknown,"You can't. Not unless you know BASIC."
Hopper,"I don't know what that means."
Unknown,"It's a computer programming language."
Hopper,"Teach it to me."
Owens,"Shall I teach you French while I'm at it, Jim? How about a little German?"
Hopper,"How about you, Doc? You speak BASIC?"
Owens,"No."
Bob,"Okay, I got this. I got this."
Joyce,"No. Bob."
Bob,"It's okay. It's gonna be okay. Remember, Bob Newby, superhero."
Hopper,"Okay, grab his walkie."
Hopper,"All right, you know how to use one of these?"
Bob,"No."
Hopper,"Safety on. Safety off. Point. Squeeze. Point and squeeze. Okay. Easy-peasy. If anything happens down there, I want you to come right back up. Right back here. Listen. Don't wait for me. As soon as I get those doors open... I'm gonna get them out."
Bob,"Yeah?"
Hopper,"I promise."
Bob,"Okay, well... I'll be in touch."
Jonathan,"Why are the lights off?"
Nancy,"Maybe it's closed?"
Jonathan,"Security took the night off?"
Nancy,"I don't think so."
Nancy,"It's not working?"
Jonathan,"No! The power's off."
Nancy,"Jonathan?"
Jonathan,"What?"
Nancy,"I think there's something in the woods."
Jonathan,"Nancy, stay back."
Jonathan,"Hello? Who's there? Who's there?"
Nancy,"Steve?"
Steve,"Nancy?"
Jonathan,"Jonathan."
Steve,"What are you doing here?"
Nancy,"What are you doing here?"
Steve,"We're looking for Mike and Will."
Nancy,"They're not in there, are they?"
Steve,"We're not sure."
Nancy,"Why?"
Bob,"Keep it together, Bob."
Bob,"Oh, God."
Bob,"Okay, here we go."
Unknown,"He made it."
Unknown,"We haven't seen Will... I haven't seen him since..."
Unknown,"The power's back."
Dustin,"Let me try."
Jonathan,"Hang on..."
Dustin,"Let me try, Jonathan!"
Dustin,"Son of a bitch! You know what..."
Hopper,"Okay, Bob, can you hear us?"
Bob,"Loud and clear, Doc. Can you hear me back?"
Owens,"We hear you."
Bob,"All right, give me a minute."
Bob,"Open sesame."
Unknown,"It's open."
Bob,"Hey! I got it! I got it!"
Bob,"Easy-peasy."
Unknown,"Son of a bitch did it."
Bob,"Right, I'll meet you outside."
Unknown,"Nice job."
Hopper,"Hold on a second, Chief."
Bob,"What's wrong?"
Unknown,"West stairwell's not clear anymore."
Hopper,"What's going on?"
Unknown,"We've got some company."
Hopper,"Where?"
Unknown,"The west stairwell."
Bob,"I got an idea."
Unknown,"What the hell's he doing?"
Bob,"Okay. And splash."
Bob,"Okay. Okay, that worked."
Hopper,"Now, get out of there."
Unknown,"Go! Go!"
Bob,"Wait a second, Chief?"
Hopper,"What?"
Bob,"Take this."
Hopper,"What are you doing?"
Bob,"Any more surprises, I'll let you know."
Bob,"Come on, Bob. Come on."
Owens,"Hey, Bob?"
Bob,"Yeah?"
Owens,"I'm gonna guide you, okay? Is there a problem?"
Bob,"No, it's just... It's, uh, getting a little crowded up here, so we're gonna have to take this slow."
Owens,"Okay. All right, just start walking."
Owens,"Okay, good."
Owens,"Okay, now, your next right."
Owens,"Now, keep going, keep going, keep going..."
Owens,"Stop!"
Bob,"What?"
Owens,"Bob, there's a door on your left, do you see that?"
Bob,"Yeah?"
Owens,"That's a closet."
Bob,"Okay?"
Owens,"Yeah, I need you to get in it. What? Now! Right now. Get in the closet."
Owens,"How you holding up there, Bob? You all right?"
Bob,"Yeah. Yeah."
Owens,"You got a pretty clear shot to the front door."
Bob,"Okay."
Owens,"You can do this, okay? You're almost home free, all right, Bob?"
Unknown,"Run!"
Joyce,"Bob! Bob!"
Unknown,"What happened?"
Hopper,"Go!"
Joyce,"Bob!"
Hopper,"Go!"
Unknown,"He's gone! He's gone!"
Unknown,"Come on! Get in!"
Steve,"Guys?"
Unknown,"Let's go."
Unknown,"Come on! Come on, let's go! Let's go! Come on!"
Mike,"I'm sorry, bud. Sorry I wasn't there. I should have been here."
Hopper,"Sam Owens. Dr. Sam Owens. I don't know how many people are there! I don't know how many people are left alive! I am the police! Chief Jim Hopper!"
Unknown,"Have you contacted the police?"
Unknown,"Is there a number I can reach you at?"
Hopper,"Yes, the number that I gave you, yes."
Unknown,"Okay, yes, I got it. 6767... I will be here."
Unknown,"I'll have them contact you."
Mike,"They didn't believe you, did they?"
Hopper,"We'll see."
Mike,"'We'll see'? We can't just sit here while those things are loose!"
Hopper,"We stay here, and we wait for help."
Mike,"Did you guys know that Bob was the original founder of Hawkins AV?"
Lucas,"Really?"
Mike,"He petitioned the school to start it and everything. Then he had a fund-raiser for equipment. Mr. Clarke learned everything from him. Pretty awesome, right?"
Dustin,"Yeah."
Lucas,"Yeah."
Mike,"We can't let him die in vain."
Dustin,"What do you want to do, Mike? The Chief's right on this. We can't stop those Demo-dogs on our own."
Max,"Demo-dogs?"
Dustin,"Demogorgon dogs. Demo-dogs. It's like a compound. It's like a play on words..."
Max,"Okay."
Dustin,"I mean, when it was just Dart, maybe... But there's an army now."
Mike,"Precisely."
Lucas,"His army."
Steve,"What do you mean?"
Mike,"His army. Maybe if we stop him, we can stop his army, too."
Dustin,"The shadow monster."
Mike,"It got Will that day on the field. The doctor said it was like a virus, it infected him."
Max,"And so this virus, it's connecting him to the tunnels?"
Mike,"To the tunnels, monsters, the Upside Down, everything."
Steve,"Whoa. Slow down. Slow down."
Mike,"Okay, so, the shadow monster's inside everything. And if the vines feel something like pain, then so does Will."
Lucas,"And so does Dart."
Mike,"Yeah. Like what Mr. Clarke taught us."
Lucas,"The hive mind."
Max,"Hive mind?"
Dustin,"A collective consciousness. It's a super-organism."
Mike,"And this is the thing that controls everything. It's the brain."
Lucas,"Like the mind flayer."
Max,"The what?"
Dustin,"What?"
Lucas,"The mind flayer."
