name,line
Unknown,"We're going down! We're going down!"
Steve,"Yeah, no shit, Harrington! Why don't these buttons work?! What do you think I'm doing?! Oh! My groin. It fell on my groin. I can't move."
Erica,"Press the button! Push it!"
Dustin,"Come on, press something! Just press the button! Is everyone okay? Hey. What if we climbed out? What were you saying about climbing?"
Robin,"Yeah, I'm great, now that I know that Russians can't design elevators! I think we've clearly established that those buttons don't work. Yeah, if we had a keycard. It's an electronic lock. Same as the loading dock door. If we don't have a keycard, it won't operate, meaning..."
Dustin,"We're stuck in here."
Robin,"Yeah."
Erica,"Just so you nerds are aware, I'm supposed to be spending the night at Tina's, and Tina always covers for me. But if I'm not home for Uncle Jack's party tomorrow and my mom finds out you three are responsible, she's gonna hunt you down, one by one, and slit your throat."
Steve,"I don't care about Tina! Or Uncle Jack's party! Your mom's not gonna be able to find us if we're dead in a Russian elevator!"
Unknown,"Looks like somebody's home. Did you hear that?"
Hopper,"Where's that coming from? It's below us. Hey, dipshits! Hawkins PD. Hands in the air. Don't make me say it again! English. You speak English? I can't understand you! No understand! Hopper! Don't move! Drop the gun. Drop it! You understand what I'm saying, big guy? Drop the weapon. So you do understand what I'm saying, huh? And, yeah, you don't put that thing away, I'm gonna blow some daylight into that thick skull of yours. Wanna test that theory? I'm gonna count to three. One, two, three! Go! Move, Joyce! Come on, Smirnoff. You're coming with us! Go, go, go! Let's go! Let's go! Move it, Smirnoff! Move it! Run! Get us outta here! Oh, God! Son of a bitch. Son of a bitch! Okay, a magnet? Magnets? Do you know 'magnet'? Magnet? Okay, so, uh, magnit... on my... my fridge, my icebox, and then they... they fell. They demagnetized, stopped working. Uh, do you understand? Okay, so is that because of the machines that you're working on? Machina, machina, yes. You're givin' me a headache, both of you! Hold on, please. One minute. Yeah, what? Keep it in park, please. You do... do something useful. Damn it. Still think it was our government?"
Alexei,"Magnit. Da. Da, da, machina."
Joyce,"Joyce! Drive! Come on, Joyce! Quit screwin' around! Are you kidding me? I'm trying! Joyce, please, drive! Drive! Hang on! I am making progress. Progress. Thought we knew. But now we know-know, because I've confirmed them. You're welcome. Yeah, duh! I thought this friend of yours lived in Illinois. So we're walking to Illinois? Isn't there someone in Indiana who speaks Russian that... I mean, fine. Just saying."
Hopper,"Machina, machina! Yes, machina... Vroom, vroom. Oh, not... not the car. The machines at Hess Farm where... where we kidnapped you... Yeah? Why don't you confirm whether this baby'll start, huh? Shut up, Smirnoff! I said shut your damn... Whoa! He's not really a friend. He's more like an acquaintance. Yeah, yeah. Yeah, yeah, we're gonna walk to Illinois. You know, I figure we'll get there by, like, Friday evening. I hope that works for your schedule. Jesus Christ, Joyce. We're not walking to Illinois, okay? I don't know, okay? I will... I will figure something out. You know what? I'm all ears, Joyce. I'm all ears. I'm all ears!"
Jonathan,"Do you realize what time it is? It's 6:00 a.m. and, uh, I had a late night with Fagin and the gang, so... What? Nancy, please tell me you're joking. Uh... He's not even here. Where is he? Why wouldn't he be safe?"
Nancy,"Listen to me, okay? It's not a joke. And, yes, I know I'm insane and irrational and out of touch, but can you save your lecture, because I really don't give a shit right now. I just... I need you to put me on the phone with your brother. Jonathan... Please. Nancy? Why wouldn't he be safe? I'm at the hospital with Driscoll. She's been sedated for a few hours and the doctors are still running tests."
Max,"Where is he? My... My mom? What are they doing? Does it still hurt? Well, it's a good thing you're not Mike, then. 'Blah, blah, blah, blah, blah.' And you'd be in constant pain."
Mike,"Not now, Mom! Illinois? Illinois, like the state? The state of Illinois? Something's not right. I can't get Hopper off my back all summer, now all of a sudden, he's hiking with Will's mom to Illinois? And Dustin's MIA, too? I mean, this can't be a coincidence. The bottom line is, they're not here. It's up to us."
Max,"Woods? They're going to Ill-annoy. Only when I talk. What does it matter? Up to us to do what exactly?"
Mike,"Find Billy and stop him."
Max,"Okay, yeah, that's a really nice sentiment, but even if El could find him again, and that's a pretty big if, then what?"
Mike,"We burn the shit out of him and make sure he doesn't escape this time."
Max,"Okay, then what?"
Mike,"Then we win."
Max,"No, see, that's the problem. We don't. We don't win. We got the Mind Flayer out of Will before and he just came right back. We don't just have to stop Billy, we have to stop the Mind Flayer."
Mike,"How in the hell do we do that?"
Max,"I don't know. Maybe El does."
Mike,"What are they still doing in there?"
Lucas,"I don't know. Girls just like hanging out in bathrooms."
Mike,"Why?"
Lucas,"I mean, I don't know."
Mike,"They're conspiring against me."
Lucas,"That's what you're concerned about now?"
Mike,"It's not my main concern. It's just a sub-concern."
Lucas,"I thought it was already over."
Mike,"It's not over, okay? We're just taking a break."
Lucas,"She said she dumped your ass. That doesn't sound like a break."
Max,"It wasn't! You guys do realize we can still hear everything you're saying, right?"
Mike,"Conspiring. I told you, they're conspiring. Not now, Mom!"
Nancy,"Mike, open the door."
Dustin,"Code red, I repeat, code red. Does anyone copy? This is a code red, I repeat, a code red. This is a code red, I repeat, a code red. Does anyone copy? We are innocent children and we are trapped under Starcourt Mall. The Red Army has infiltrated Hawkins, and if we are found, they will torture and kill us."
