name,line
Axel,"Go! Go! Go! Go! Go!"
Unknown,"Move it."
Dottie,"Let's get out of here!"
Unknown,"Headed down Poplar, toward Main."
Unknown,"Get 'em off of us, Mick!"
Unknown,"I'm working on it!"
Unknown,"The alley. To your right."
Unknown,"Okay."
Unknown,"Shit!"
Unknown,"Shit! Shit! Shit!"
Unknown,"Shit!"
Unknown,"Okay. Okay."
Unknown,"Son of a bitch! We got more!"
Mick,"Oh, shit!"
Unknown,"They're headed down 7th."
Unknown,"Do something, Kali. Do something!"
Unknown,"Next right. There's a tunnel. Take it."
Unknown,"We got these bastards now!"
Unknown,"Boom."
Unknown,"Holy shit!"
Unknown,"Shit! Whoa! Whoa! Whoa!"
Unknown,"What the hell is wrong with you, Adams? The hell are you doing?"
Unknown,"Adams! Come on. What the hell? Why'd you stop?"
Unknown,"Adams! Adams!"
Unknown,"Adams, I'm talkin' to you!"
Unknown,"Adams! Adams!"
Unknown,"Son of a bitch! Son of a bitch!"
Unknown,"A police chase rocked downtown Pittsburgh earlier this evening..."
Unknown,"Another stupid penny!"
Unknown,"Dusty, watch it! You almost hit Mews."
Unknown,"Can I please check under your cushions?"
Unknown,"Dusty."
Unknown,"Mom, please? It's an emergency!"
Unknown,"Who's your buddy? Who's your buddy?"
Unknown,"Love you, Mom."
Unknown,"Lucas, you copy? I've got four quarters. What's your haul?"
Unknown,"Take your puny haul and multiply it by five."
Unknown,"How?"
Unknown,"While you were scrounging around like a homeless bum, I mowed Old Man Humphrey's lawn."
Unknown,"Old Man Humphrey's got that kinda cash?"
Unknown,"Just call Mike already."
Unknown,"You call Mike."
Unknown,"I have to go take a shower from doing real work, like a man."
Unknown,"Over and out."
Dustin,"Mike, do you copy? Mike, do you copy?"
Unknown,"Yeah. Yeah, I copy."
Unknown,"What are you doing on this channel?"
Unknown,"Nothing."
Unknown,"Lucas and I have six bucks total."
Unknown,"What's your haul?"
Unknown,"Shit! I don't know yet."
Unknown,"What do you mean you don't know yet?"
Unknown,"Hold on. Call Will."
Unknown,"What the hell are you doing?"
Unknown,"I'll pay you back!"
Mike,"Bye!"
Nancy,"Mike!"
Nancy,"Mike! Get back here!"
Unknown,"Hey. No running in the house."
Unknown,"What is going on?"
Nancy,"Mike! Mike!"
Unknown,"Asshole!"
Unknown,"Hey!"
Unknown,"Okay. So, I'll pick you up in two hours."
Unknown,"That's 9:00 on the dot, okay?"
Unknown,"Okay."
Unknown,"If anything happens, if you need to come home, just ask them to use their phone and call home. Okay?"
Unknown,"Don't..."
Unknown,"Don't walk or bike home. I know."
Unknown,"Okay, but, sweetie..."
Unknown,"Mom, I have to go."
Unknown,"Have fun."
Unknown,"To slay the dragon, use the magic sword."
Dustin,"Oh, Jesus! I'm in unchartered territory here, guys."
Unknown,"Down! Down! Down!"
Dustin,"I'm going! I'm going!"
Unknown,"I'm going! I'm going! I'm going!"
Unknown,"Okay. Shut up. Shut up. Shut up!"
Unknown,"No. No. No!"
Unknown,"No! No! No! I hate this overpriced bullshit!"
Unknown,"Son of a bitch! Piece of shit!"
Unknown,"You're not nimble enough. But you'll get there one day."
Unknown,"But until then, Princess Daphne is still mine."
Unknown,"Whatever. I'm still tops on Centipede and Dig Dug."
Keith,"You sure about that?"
Unknown,"Sure about what?"
Unknown,"You're kidding me. No, no, no."
Unknown,"Move! Move! No, no, no, no, no. Hey, no! No! No!"
Unknown,"751,300 points!"
Mike,"That's impossible."
Unknown,"Who is Mad Max?"
Unknown,"Better than you."
Unknown,"Is it you?"
Unknown,"You know I despise Dig Dug."
Unknown,"Then who is it?"
Unknown,"Yeah, spill it, Keith."
Unknown,"You want information, then I need something in return."
Unknown,"No, no, no. No way. You're not getting a date with her."
Unknown,"Mike, come on. Just get him the date."
Mike,"I'm not prostituting my sister!"
Unknown,"But it's for a good cause."
Unknown,"No, don't get him the date. Know what?"
Unknown,"He's gonna spread his nasty-ass rash to your whole family."
Unknown,"Acne isn't a rash and it isn't contagious, you prepubescent wastoid."
Unknown,"Oh, I'm a wastoid? She wouldn't go on a date with you."
Unknown,"You make, like, what? $2.50 an hour?"
Keith,"Nice perm."
Unknown,"Gonna make fun of my hair?"
Unknown,"Hey. Hey, guys, do you see the..."
Unknown,"Will! Are you okay?"
Unknown,"Yeah. I just..."
Unknown,"I needed some air."
Unknown,"Come on. You're up on Dig Dug."
Unknown,"Let's take that top score back, huh?"
Murray,"Good morning, Jim."
Unknown,"Jim. Hold on a second. We need to talk."
Unknown,"Get away from me."
Unknown,"Okay, no... I think you really wanna hear this."
Unknown,"Get away from me."
Unknown,"Trust me. I only want five minutes!"
Unknown,"Yeah, I want a date with Bo Derek. We all want things."
Unknown,"This isn't a laughing matter, Jim."
Unknown,"This is serious, okay?"
Unknown,"I really got something here. I'm telling you!"
Unknown,"Hey. Mornin', Chief."
Unknown,"Morning."
Unknown,"Morning, Murray."
Unknown,"Got any proof on your butt-probin' aliens yet, Murray?"
Murray,"I believe there was, and may still be, a Russian spy presence in Hawkins."
Unknown,"Russian spies!"
Unknown,"Are the spies in cahoots with the aliens? Or how do they fit in here? I'm confused."
Murray,"I'm talking multiple reports now. Multiple reports, okay?"
Murray,"Of a Russian child in Hawkins."
Unknown,"A child? What are you talking about?"
Murray,"A girl who may have psionic abilities."
Unknown,"""Psionic""?"
Unknown,"Psychic."
Unknown,"What about that girl that made that kid pee himself?"
Unknown,"A prank."
Unknown,"What girl?"
Unknown,"Wasn't a prank."
Hopper,"You got five minutes. Not a second more."
Murray,"I talked to a Big Buy ex-employee who said some little girl shattered the door with her mind."
Unknown,"I heard that story."
Unknown,"Did you hear the one about the fat man with the beard who climbs down chimneys?"
Murray,"Then last month, a co-worker of Ted Wheeler's claims some Russian girl with a shaved head was hiding in his basement."
Murray,"Ted now denies this."
Unknown,"Oh, wow. That's a surprise."
Unknown,"But it connects."
Unknown,"Enlighten me."
Murray,"This girl, she's some kind of a Russian weapon, right?"
Murray,"Barbara sees this girl, tries to help her, perhaps."
Murray,"But before she can, the Russians find them, take them..."
Unknown,"Wait. You're telling me Barbara Holland was kidnapped by Russian spies."
Unknown,"Kidnapped. Killed."
Unknown,"Killed?"
Unknown,"Don't you get it, Jim?"
Unknown,"No."
Murray,"This has potentially international implications."
Murray,"I'm talking a full-on Russian invasion right here in Hawkins."
Unknown,"Do you have any proof of this girl? I mean, has anybody seen her recently?"
Unknown,"These are separate..."
Unknown,"Excuse me. Sorry."
Unknown,"Okay."
Unknown,"Hello?"
Unknown,"Merrill called, wants you to check out his pumpkins."
Unknown,"Says they've been contaminated..."
Unknown,"All right."
Unknown,"...by his vengeful neighbor, Eugene. You're welcome."
Unknown,"I'm sorry. I really hate to do this, but I gotta run."
Unknown,"It's an emergency."
Unknown,"You gave me five minutes."
Unknown,"Yeah, listen, you know what? I liked your alien theory a lot better."
Unknown,"And you want my advice?"
Unknown,"Why don't you stop bleeding those people dry and go home? All right?"
Unknown,"I am not bleeding anyone... dry."
Unknown,"Listen to me. Go home."
Unknown,"It's crap, I know."
Unknown,"No, it's not crap."
Unknown,"It's not good."
Unknown,"It's going to be."
Unknown,"Just... It needs some reorganizing."
Unknown,"Can I mark on it?"
Unknown,"Yeah, I guess."
Unknown,"So, in the first paragraph, you used the basketball game versus Northern as a metaphor for your life, which is great."
Unknown,"But then, around here, you start talking about your granddad's experiences in the war."
Unknown,"And I... I don't see how they're connected."
Unknown,"It connects because..."
Unknown,"because, you know, we both won."
Unknown,"Do you think I should start from scratch?"
Unknown,"No. I mean..."
Unknown,"When's the deadline?"
Unknown,"It's tomorrow for early application."
Unknown,"Can you come and help me tonight?"
Unknown,"We have our dinner tonight, remember?"
Unknown,"Oh, my God!"
Unknown,"We already canceled last week."
Unknown,"You don't have to go. Just work on this."
Unknown,"No, no, no. What's the point?"
Unknown,"Hey, calm down."
Unknown,"I'm calm. I'm calm."
Unknown,"I'm just being honest. You know, I mean..."
Unknown,"I'll end up working for my dad anyway."
Unknown,"That's not true."
Unknown,"I don't know, Nance. Is that such a bad thing?"
Unknown,"There's insurance and benefits and all that adult stuff."
Unknown,"And if I took it, you know, I could be around for your senior year."
Steve,"Just to look after you a little bit."
Steve,"Make sure you don't forget about this pretty face."
Unknown,"Nance, I'm serious."
Unknown,"I love you."
Unknown,"I love you, too."
Unknown,"Who is that?"
Unknown,"I have no idea."
Unknown,"But would you check out that ass?"
Unknown,"Just look at it go."
Unknown,"Meet the human brain."
Unknown,"I know. I know, it doesn't look like much."
Unknown,"A little gross even, right? But consider this."
Unknown,"There are a hundred billion cells inside of this miracle of evolution."
Unknown,"All working as one."
Unknown,"No, no, I did not misspeak. I did not stutter."
Unknown,"A hundred billion."
Unknown,"Ah, this must be our new student."
Principal,"Indeed. All yours."
Unknown,"All right. Hold up. You don't get away that easy."
Unknown,"Come on up. Don't be shy."
Unknown,"Dustin, drum roll."
Unknown,"Class, please welcome, all the way from sunny California, the latest passenger to join us on our curiosity voyage, Maxine."
Max,"It's Max."
Mr. Clarke,"Sorry?"
Max,"Nobody calls me Maxine. It's Max."
Unknown,"Mad Max."
Unknown,"Well, all aboard, Max."
Unknown,"Hey, there."
Unknown,"Hey."
Unknown,"Do you have these in any other colors? I'm not a big fan of orange."
Unknown,"Hmm..."
Unknown,"I'll have to check in back."
Unknown,"Oh, shit!"
Unknown,"You're gonna get me fired."
Unknown,"That's my master plan."
Unknown,"Get you fired so I can hire you and we won't have to hide back here."
Unknown,"Bob? Bob, I have to get back to work."
Bob,"I know. I'm sorry. I can't stop thinking about you."
Unknown,"It's crazy. I feel like a teenager."
Unknown,"Me, too."
Bob,"You know, in high school, you didn't know who I was."
Unknown,"Come on."
Bob,"Bob, I have to get back to work."
Unknown,"Okay."
