name,line
Unknown,"The gate."
Unknown,"I don't understand. You've seen this before?"
Unknown,"Not exactly. Then what, exactly?"
Unknown,"All you need to know is it's bad."
Steve,"It's really bad. Like, end-of-the-human-race-as-we-know-it kind of bad."
Unknown,"And you know about this how?"
Unknown,"Um, Steve? Where's your Russian friend?"
Unknown,"Shit."
Unknown,"Halt! Halt!"
Unknown,"Shit."
Dustin,"Shit. Holy shit! Holy shit! Holy shit! Holy shit! Holy shit! Shit! Holy shit! Holy shit! Holy shit!"
Unknown,"Guards! Go! This way!"
Steve,"Go, go, go, go, go! Move! Let's move! Go! Shit! Shit, shit, shit! Go, go, go! Oh, shit! Oh, shit! Help me, come on! What are you doing?! What the hell?! Look at my outfit! Look at my outfit! You think I just wear this?! Think I'm a spy in a sailor's uniform? How did you get in? I already told you. I told you before. My delivery didn't come, and my friends and I, we thought that it was left at the loading dock, so we went in the room, and then it turned into an elevator, and then... and then we dropped and then, next thing we know, I open my eyes, and we're in this... wonderful facility. But I swear to God, nobody knows about us, nobody saw us. You could just let us go, all right? And I'm not gonna tell anybody about this, okay? Shit happens, life goes on. And, uh... ice... ice cream. Ice cream, okay? You guys know what ice cream is. Everybody loves ice cream. I don't know if you have Russian ice cream or if that's considered gelato. I don't know what's what, but whatever you guys want, seriously. USS Butterscotch, I mean, you gotta try it. It is out of this world, I'm telling ya! I like this guy! 'USS... Butterscotch.' Scoops. Scoops Ahoy. Totally by accident. Hey! Henderson! That's crazy, I was just talking about you."
Erica,"Whoa! Here! Come on, let's go!"
