name,line
Unknown,"What have you done? What have you done?"
Brenner,"All done. Not so bad, was it? See? There's nothing to be afraid of. Is there, Nancy?"
Brenner,"Why don't you take a seat?"
Unknown,"Nancy, just stay with me. Stay with me, okay?"
Unknown,"Whatever you guys are doing, hurry up!"
Unknown,"Steve says you need to hurry!"
Unknown,"Yeah? No shit! We're trying. We can't find anything."
Unknown,"What is all this shit? What are you even looking for?"
Unknown,"Madonna, Blondie, Bowie, Beatles? Music! We need music!"
Unknown,"This is music!"
Vecna,"Nancy. What are you doing? It's not time for you to leave."
Vecna,"Now that you've seen where I've been… I would like very much to show you where I am going."
Vecna,"Take a seat, Nancy."
Vecna,"I… Want you to tell Eleven. I want you to tell her everything you see."
Vecna,"Tell her… everything."
Unknown,"Hey, whoa, whoa, whoa, whoa. It's okay. It's okay. It's okay."
Steve,"It's okay. I'm here. I'm right here."
Unknown,"What's going on there? Get the power back on!"
Unknown,"Tell him that the prisoners are contained… and that you're working on the power."
Unknown,"Tell him!"
Unknown,"And that door there, where does it lead?"
Unknown,"To... to cell block two..."
Unknown,"No cell blocks! I need a safe way out of here."
Unknown,"Guess you got my message, huh?"
Joyce,"Oh, no, I just have always wanted to visit the Soviet Union. With Murray."
Unknown,"You two getting along?"
Joyce,"He's the Star sky to my Hutch."
Unknown,"I thought you were dead."
Joyce,"Thought I lost you. I did lose you. For eight months. We had a funeral."
Unknown,"Anybody show?"
Joyce,"Are you kidding? You're the hero of Hawkins."
Joyce,"It's true."
Hopper,"Yeah, I always felt I'd be easier to like when I was dead."
Unknown,"How about El?"
Joyce,"She's good. She misses her dad. We all do."
Murray,"Uh, I hate to interrupt, but apparently, they can climb too."
Unknown,"Lower your weapons. Lower your weapons! Don't shoot!"
Unknown,"Stop!"
Antonov,"The hell is that?"
Murray,"Please tell me they don't have another one of those things."
Unknown,"You can't go in there! It's dangerous!"
Unknown,"It's dangerous!"
Unknown,"Oh my God."
Unknown,"The hell are they doing?"
Antonov,"Hey. Found something."
Hopper,"Think this'll lead us outta here?"
Unknown,"I give it a hundred to one odds."
Unknown,"And one, two, three. And one, two, three. Again. One, two, three."
Unknown,"Pulse is dropping. One-fifty now. BP's 160…"
Unknown,"How do you feel?"
Owens,"Can you hear us? Eleven. Can you hear us?"
Unknown,"No, leave her."
Terry,"Hi, Jane."
Jonathan,"Holy shit, dude. Check it out. I didn't know they expanded into Nevada."
Jonathan,"Watch out, Domino's. Your dominoes are gonna fall."
Will,"How far is Nina from Vegas?"
Jonathan,"From Vegas? Um, as long as Suzie's coordinates are right, about another 90 miles. Why?"
Will,"Well, once we save her, El, we should stop on the way back. El could make us, like, super rich, and we'd never have to work. We could just play D&D and Nintendo for the rest of our lives."
Jonathan,"Yeah. Totally."
Will,"We're gonna make it, Mike. She's gonna be okay."
Mike,"Yeah, I know. I… I know she is. But… But what if after all this is over, she… Sh… she doesn't need me anymore?"
Will,"No, o… of course she'll still need you. She'll always need you, Mike."
Mike,"I keep telling myself that, but I… I don't believe it. I mean, she's special. She was born special. Maybe I was one of the first people to realize that. But the truth is, when I stumbled on her in the woods, she just needed someone. It's not fate. It's… It's not destiny. It's just simple dumb luck. And one day she's gonna realize I'm just some random nerd that got lucky that Superman landed on his doorstep. I mean, at least Lois Lane is an ace reporter for the Daily Planet, right? But…"
Will,"Sorry. No. No, I… it's so stupid, given everything that's going on. It's just… I… I don't know, I just… Uh… You're scared of losing her."
Mike,"Can I show you something?"
Mike,"This is amazing. Did you paint this?"
Will,"Yeah. Yeah. I mean… I mean, El asked me to. She commissioned it, basically. I mean, she told me what to draw. Anyway, my point is, see how you're leading us here? You're guiding the whole party, inspiring us. That… That's what you do. And see your coat of arms here? It's a heart. And I know it's sort of on the nose, but that's what holds this party together. Heart. Because, I mean, without heart, we'd all fall apart. Even El. Especially El. These past few months, she's been so lost without you. It's just, she's so different from other people, and… when you're… when you're different, sometimes… you feel like a mistake. But you make her feel like she's not a mistake at all. Like she's better for being different. And that gives her the courage to fight on. If she was mean to you or she seemed like she was pushing you away, it's because she's scared of losing you, like you're scared of losing her. And if she was going to lose you, I… I think she'd rather just get it over with quick. Like ripping off a Band-Aid. So, yeah, El needs you, Mike. And she always will."
Mike,"Yeah?"
Will,"Yeah."
Brenner,"After the attack, you fell into a coma. Like One, you had pushed yourself beyond your limit. And it very nearly destroyed you. But that is where your similarities ended. What you displayed that day was beyond anything I'd ever imagined. A potential I'd only dreamed of. But when you awoke, something had been lost. Your memories, along with whatever else you'd found within yourself that day. But I knew then, just as I know today, that your powers had not been lost. They just needed a spark. But that day, you awakened something else. A doorway to another world."
Brenner,"I always thought that Henry was out there, hiding in the darkness. I didn't know for sure, not beyond a feeling. Until now. He's claimed three victims so far, and when I saw the eyes, I knew… I knew that was him. He was sending us a message, letting us know he's back. That's when I came to see you."
Eleven,"My friends."
Brenner,"Well, we… we haven't risked contact, but, as far as we know, they're… they're all safe. But I'm not gonna lie to you, Eleven. Your friends are in terrible danger. With each victim he takes, Henry is… Chiseling away at the barrier that exists between our two worlds."
Eleven,"'Chiseling'?"
Brenner,"Imagine, if you will, the barrier between our worlds is a… Concrete dam. Henry is putting cracks in this dam. Cracks in dams create pressure. Left unchecked, the pressure will build. And build. And eventually, it will reach a breaking point. And the dam will burst. And when that happens, Hawkins will fall."
Owens,"Well, that went very well, I thought. You eased her into it, nice and gentle, just like we talked about. Not ominous at all."
