name,line
Powell,"This the wall she was talking about, Chief?"
Hopper,"A trooper found something in the water that's at the quarry. Our working theory right now is that Will crashed his bike, he made his way over the quarry and accidentally fell in. The earth must have given way."
Hopper,"Joyce? Do you understand what I'm saying?"
Joyce,"No. Whoever you found is not my boy. It's not Will."
Hopper,"Joyce."
Joyce,"No, you don't understand. I talked to him a half hour ago. He was here. He was talking with these."
Hopper,"Talking?"
Joyce,"Uh-huh. One blink for yes, two for no. And then I made this so he could talk to me. 'Cause he was hiding from that thing."
Hopper,"The thing that came out of the wall? The thing that chased you?"
Joyce,"Yeah."
Jonathan,"Mom, come on, please. You've gotta stop this."
Joyce,"No, maybe he's... It's after him! He's in danger. We have to find him! We..."
Hopper,"What exactly was this thing? It was some kind of animal, you said?"
Joyce,"Uh, no, it was almost human, but it wasn't. It had these long arms and it didn't have a face."
Hopper,"It didn't have a face? Joyce, listen to me. After Sarah I saw her, too. And I heard her. I didn't know what was real. And then I figured out that it was in my mind. And I had to pack all that away. Otherwise, I was gonna fall down a hole that I couldn't get out of."
Joyce,"No, you're talking about grief. This is different."
Hopper,"I'm just saying that you..."
Joyce,"No, I know what you're saying, Hop. I swear to you, I know what I saw. And I'm not crazy."
Hopper,"I'm not saying that you're crazy."
Joyce,"No... You are. And I understand, but God, I need you to believe me. Please."
Hopper,"Listen... I think you should go to the morgue tomorrow and see him for yourself. It'll give you the answers that you need. But tonight I want you to try to get some sleep, if you can."
Unknown,"Byers' body was found in the water of this quarry by state police earlier this evening. It was discovered by state trooper David O'Bannon, just after dark. The state police are mounting an investigation to determine Byers' cause of death, but an initial inquiry..."
Karen,"Should I go down and talk to Michael?"
Ted,"Give him time. He'll come to us when he's ready."
Mike,"Can you please stop that? Are you deaf? I thought we were friends, you know? But friends tell each other the truth. And they definitely don't lie to each other. You made me think Will was okay, that he was still out there, but he wasn't. He wasn't! Maybe you thought you were helping, but you weren't. You hurt me. Do you understand? What you did sucks. Lucas was right about you. All along."
Will,"♪ So come on and let me know ♪ ♪ Should I stay or should I go? ♪ ♪ Should I stay or should I go now? ♪ ♪ Should I stay or should I go now? ♪ ♪ If I go there will be trouble ♪ ♪ If I stay it will be double ♪"
Mike,"Will, is that you? It's Mike! Do you copy? Over. Will, are you there? Will!"
Dustin,"Was that... Was it..."
Mike,"Will."
Will,"Mom..."
Jonathan,"Mom! Wake up."
Joyce,"What... what time is it?"
Jonathan,"It's almost 8:00. We have to go."
Joyce,"Go where? Where?"
Jonathan,"To see Will."
Karen,"Michael? Hi, honey. How are you feeling?"
Mike,"I, uh... I don't think I can go to school today."
Karen,"Oh, that's fine, sweetie. I need to drop off Nance, then I'm gonna check in on Barb's parents. Why don't you grab a book or something and come with me? We can stop by the video store on the way back, pick out whatever you want. Even R-rated."
Mike,"I think I just want to stay home today. I mean, if that's okay?"
Karen,"Well, are you sure you're gonna be all right here by yourself?"
Mike,"I think so."
Karen,"Okay. But if you need anything, call Dad at work."
Mike,"Okay."
Karen,"Bye, sweetie."
Mike,"Lucas, do you copy? Lucas, come on, I know you're there! This is urgent. I'm serious. I'm not gonna stop until you answer. Lucas. Lucas! Lucas, Lucas, Lucas, Lucas, Lucas..."
Lucas,"Go away, Mike. I'm not in the mood, all right? Over and out."
Mike,"No, not 'out.' I'm not messing around, okay? This is about Will. Over."
Lucas,"What about Will? You mean about his funeral? Over."
Mike,"No, not his funeral. Screw his funeral! Just get over here stat. And bring Dustin. Over and out."
Jonathan,"What's taking so long?"
Coroner,"Well, everything's been a bit chaotic around here without Gary."
Jonathan,"Without Gary?"
Coroner,"Well, I thought you knew. Those men from State, they sent Gary home last night."
Jonathan,"So who did the autopsy?"
Coroner,"Someone from State."
Joyce,"He has a birth mark on his right arm. Can you show that to me, please?"
Hopper,"How's your mom doing?"
Jonathan,"I don't know. How long's this stuff been going on? With the lights and Will and the thing in the wall?"
Hopper,"Since the first phone call, I guess."
Jonathan,"You know, she's had anxiety problems in the past. But this... I don't know. I'm worried it could be... Ugh, I don't know. She'll be okay. We'll be okay. My mom she's tough."
Hopper,"Yeah, she is. Hey. She is."
Coroner,"Ma'am! Ma'am, I need you to sign!"
Joyce,"I don't know what you think that thing is in there, but that is not my son!"
Jonathan,"Joyce, wait a second."
Joyce,"No!"
Nancy,"So, wait a sec. I don't understand. You went back to my house?"
Steve,"To look for Barb."
Nancy,"Yeah, okay, but why didn't you just talk to me? That's crazy."
Steve,"I don't know, I was scared."
Nancy,"You seriously think you saw a guy in a mask just hanging out in my yard?"
Steve,"I don't think it was a mask."
Nancy,"But he had no face?"
Steve,"I don't know! I don't know, I just have a terrible feeling about this."
Nancy,"Oh, this is bad. This is really bad. The cops they're gonna want to talk to all of us now. Tommy, Carol, everybody who was at the party."
Steve,"So?"
Nancy,"My parents are gonna murder me!"
Steve,"Are you serious right now?"
Nancy,"You don't understand. My dad's a grade-A asshole."
Steve,"Barb is missing! And you're worried about your dad?"
Nancy,"Okay, just when you talk to the cops, just don't mention the beers. It's just gonna get us both in trouble, and Barbara's got nothing to do with it, okay?"
Nancy,"I can't believe you right now. I can't believe you."
Steve,"Nancy. Nancy, wait! Nancy!"
Jonathan,"Mom, will you get in?"
Joyce,"No, I need to think. Just go on home."
Jonathan,"Mom, will you just get in, please? Mom. Mom! Mom."
Joyce,"Stop. Just go home, Jonathan."
Jonathan,"No, this is not an okay time for you to shut down."
Joyce,"Shut down? What..."
Jonathan,"We have to deal with this, Mom. We have to deal with the funeral!"
Joyce,"The funeral? For who? For that thing back there? Okay, let me get this straight. Will, that's not his body, because he's in the lights, right? And there's a monster in the wall? Do you even hear yourself?"
Jonathan,"I know it sounds crazy. I sound crazy! You think I don't know that? It is crazy! But I heard him, Jonathan. He talked to me! Will is calling to me! And he's out there, and he's alone, and he's scared, and I don't care if anyone believes me! I am not gonna stop looking for him until I find him and bring him home. I am going to bring him home!"
Jonathan,"Yeah, well, while you're talking to the lights, the rest of us are having a funeral for Will! I'm not letting him sit in that freezer another day!"
Unknown,"All right, show's over."
Mike,"We keep losing the signal, but you heard it, right?"
Lucas,"Yeah, I heard a baby."
Mike,"What?"
Lucas,"Mike, you obviously tapped into a baby monitor. It's probably the Blackburns' next door."
Mike,"Uh, did that sound like a baby to you? That was Will!"
Lucas,"Mike..."
Mike,"Lucas, you don't understand. He spoke last night. Words! He was singing that weird song he loves. Even El heard him!"
Lucas,"Oh, well, if the weirdo heard him, then I guess..."
Mike,"Are you sure you're on the right channel?"
Lucas,"I don't think it's about that. I think, somehow, she's channeling him."
Dustin,"Like Professor X."
Mike,"Yeah."
Lucas,"Are you actually believing this crap?"
Dustin,"I don't know, I mean do you remember when Will fell off his bike and broke his finger? He sounded a lot like that."
Lucas,"Did you guys not see what I saw? They pulled Will's body out of the water. He's dead!"
Mike,"Well, maybe it's his ghost. Maybe he's haunting us."
Lucas,"It's not his ghost."
Mike,"So how do you know that?"
Lucas,"I just do!"
Mike,"Then what was in that water?"
Lucas,"I don't know! All I know is Will is alive. Will is alive! He's out there somewhere. All we have to do is find him."
Mike,"This isn't gonna work. We need to get El to a stronger radio."
Dustin,"Mr. Clarke's Heathkit ham shack."
Mike,"Yeah."
Dustin,"The Heathkit's at school. There is no way we're gonna get the weirdo in there without anyone noticing. I mean look at her."
Mike,"Wow."
Dustin,"She looks..."
Mike,"Pretty. Good. You look pretty good."
Eleven,"Pretty. Good."
Unknown,"You boys hear me all right in there?"
Shepard,"Loud and clear, Shepard."
Unknown,"Good luck in there, son."
Unknown,"The brown current ran swiftly out of the heart of darkness, bearing us down towards the sea with twice the speed of our upward progress. And Kurtz's life was running swiftly, too..."
Powell,"Nancy Wheeler? If you'll come with me, please?"
Powell,"This argument you and Barbara had? What exactly was it about?"
Nancy,"It wasn't really an argument. Barb just wanted to leave. I didn't, so, I told her to just go home."
Powell,"Then what?"
Nancy,"Then I went upstairs to put on some dry clothes."
Powell,"And the next day, you went back and saw a bear, you're thinking?"
Nancy,"I don't know what it was, but I think maybe it took Barb. You need to check behind Steve's house..."
Powell,"We did. There's nothing there. There's no sign of a bear."
Callahan,"And no car. Look. We figure that Barbara came back last night and then she took off, went somewhere else."
Powell,"Has she ever talked to you about running off? Leaving town, maybe?"
Nancy,"No. No, Barb wouldn't do that, ever."
Powell,"She wasn't maybe upset about the fact that you were spending time with this boy? Uh, Steve Harrington?"
Nancy,"What? No!"
Powell,"Maybe she was jealous because she saw you go up to Steve's room?"
Nancy,"It wasn't like that."
Powell,"Like what?"
Nancy,"Steve and me, we're just friends. We just talked."
Powell,"Now was this before or after you changed out of your clothes?"
Hopper,"So, Gary, tell me about these troopers that brought in Will."
Gary,"It was about six of 'em, I'd say."
Hopper,"They're all Staties?"
Gary,"Yes, sir."
Hopper,"Never seen that many troopers come with a body before."
Gary,"They told you that they were gonna take care of the autopsy, huh? Yeah. Claimed jurisdiction. Kicked me out. Well, it all seemed a bit over the top to me, considering this was Will Byers and not John F. Kennedy."
Hopper,"Thanks for stopping by, Gary."
Gary,"Sure thing."
Reporter,"...let the people know that, uh, the troopers are on duty and you should be safe, because we think this is just an isolated incident."
Reporter,"State trooper David O'Bannon, thank you so much for your help."
O'Bannon,"Thank you, sir."
Mike,"Okay, remember, if anyone sees us, look sad."
Man on PA,"Attention students, there will be an assembly to honor Will Byers in the gymnasium now. Do not go to fourth period."
Mike,"It's locked."
Lucas,"What?"
Mike,"Hey, do you think you can open it? With your powers?"
Mr. Clarke,"Boys?"
Lucas,"Hey."
Mr. Clarke,"Assembly's about to start."
Mike,"We know. We're just, you know upset."
Dustin,"Yeah, definitely upset."
Lucas,"We need some alone time."
Mike,"To cry."
Mr. Clarke,"Yeah, listen I get it. I do. I know how hard this is, but let's just be there for Will, huh? And then the Heathkit is all yours for the rest of the day. What do you say? I don't believe we've met. What's your name?"
Eleven,"Eleven..."
Mike,"Eleanor! She's my, uh..."
Lucas,"Cousin."
Dustin,"Second cousin."
Mike,"She's here for Will's funeral."
Mr. Clarke,"Ah, well, welcome to Hawkins Middle, Eleanor. I wish you were here under better circumstances."
Eleven,"Thank you."
Mr. Clarke,"Uh, where are you from exactly?"
Eleven,"Bad place..."
Mike,"Sweden!"
Dustin,"I have a lot of Swedish family."
Mike,"She hates it there."
Dustin,"Cold!"
Mike,"Subzero."
Mr. Clarke,"Shall we?"
Mike,"Yep!"
Principal,"At times like these it is important that we come together as a community. We come together to heal, we come together to grieve..."
Karen,"You lied to the police!"
Nancy,"I didn't lie!"
Karen,"How naive do you think I am? You and Steve were just talking? We slept together! Is that what you want to know? It doesn't matter!"
Karen,"It does matter!"
Nancy,"No! It is all bullshit! It has nothing to do with Barb and she's missing. And something terrible happened to her. I know it. I know it! And no one is listening to me!"
Karen,"Sweetie, sweetie, I'm listening. I'm listening to you..."
Nancy,"No! You're not! Just leave me alone!"
Unknown,"Shepard, come in. Confirm comm."
