name,line
unknown,"Looks like that Munson boy's up to no good again."
unknown,"Mr. Munson."
unknown,"Where is she?"
Eddie,"I just found her there. I swear, I don’t even know her name. I never seen her 'fore."
unknown,"Just calm down and stay back."
man,"What you boys doing?"
officer,"Holy mother of God."
unknown,"Hey!"
unknown,"You can’t be out here. Get back inside. Back inside."
Powell,"Hey, Frank. Chief Powell here. Listen… We caught a body over here at the Munsons’ trailer. I don’t even know how to describe it. I’ve never seen anything like it. Uh, look… I need you down here ASAP to tell me what the hell I’m looking at, or how someone could even do something like this."
attendant,"Flight 623 just landed from Indianapolis and will be arriving at gate two. Flight 623 from Indianapolis at gate two."
Mike,"Mike. Oh, careful, careful, careful. You’re squishing your present. It’s a gift. I, uh... I handpicked those for you in Hawkins. I know you like yellow, but now I’m realizing it’s too much yellow. I know you also like purple, so I got purple as well. So I kinda did, like, a 70/30 split kinda thing."
Eleven,"They’re perfect. Thank you."
Will,"Hey. How you doing?"
Mike,"Hey, Mike. How you doing? Yeah, good, man. Great. Uh, what’s that?"
Will,"Um, it’s nothing. Just this painting I’ve been working on."
Mike,"Cool. That’s a rad shirt, man. Ocean Pacific?"
Jonathan,"Oh, hey, Mike. This is, uh, my friend Argyle."
Mike,"Oh. Hey."
Argyle,"Oh no, no, no. No, it’s a shitty knockoff. Yeah. But don’t sweat it. I’ll get you the good threads out here. I heard a lot about your sister."
Jonathan,"Uh. O-Okay. Um, should we go?"
Argyle,"Yeah, this is kinda awkward, man."
Mike,"Yeah, so awkward."
Argyle,"I really thought it was Ocean Pacific."
Eleven,"I have our whole day planned. First, El Rodeo for burritos."
Mike,"What, really? Burritos for breakfast?"
Eleven,"Yes. Trust me."
Mike,"Yeah, no, I… I trust you. It’s just, you know, a little weird."
Eleven,"Then, after burritos, I want to go to Rink-O-Mania."
Mike,"Rink-O-Mania, okay. What’s Rink-O-Mania?"
Eleven,"It’s the most fun place in Lenora. They have skating and games."
Mike,"Sounds awesome. Are your friends gonna meet us?"
Eleven,"Friends? What… What friends?"
Mike,"You know, Stacy and Angela."
Eleven,"Angela? You’ll meet them, I promise. Just not today. I want today to be about me and you."
unknown,"Where to?"
Jonathan,"4819 Lonzo Way."
unknown,"Let’s go. This is life or death. Snap, snap!"
driver,"Yes, sir."
Robin,"Then Vicki laughed. And it wasn’t like a cheap, fake laugh either. It was like… It was a real, genuine laugh. Of course. It’s my Muppet joke. It’s hilarious. My point is that Vicki laughed and everything was just like… It was perfect."
Steve,"But?"
Robin,"But I’m having this problem where it’s like, I should stop talking. I have said everything I need to say. But then I guess I get nervous, and the words keep spilling out, and it’s like my… my brain is moving faster than my mouth, or… or rather my… my mouth is moving faster than my brain. I’m digging this hole for myself, and I want to stop digging, I’m trying to stop, but I can’t. And I’m doing it right now, aren’t I?"
Steve,"Yeah, you are."
