name,line
Unknown,"What's your emergency?"
Billy,"What do you want? Hey! I said, what do you want? I said, what do you want?"
Unknown,"Hey. Is everything okay?"
Eleven,"Yes."
Unknown,"Hello, this is the Wheelers."
Eleven,"Yeah, just a sec."
Unknown,"Mike! Phone!"
Mike,"Okay! Hello?"
Eleven,"It's 9:32. Where are you?"
Mike,"Sorry, I... I was just about to call. I, um... can't see you today."
Eleven,"What... Why not?"
Mike,"It's my Nana. She's very sick."
Eleven,"But Hop said that your Nana was okay, that it was a false alarm."
Mike,"Yeah. That's... what... we thought it was at first, but then she took a real turn for the worse."
Eleven,"Oh."
Mike,"Yeah. We think she might... die."
Eleven,"What?"
Unknown,"Mom! Get off the phone! How many times?!"
Mike,"Did Nana call? No, Mom! Just get off the phone!"
Mike,"Sorry about that."
Eleven,"Was that your mom?"
Mike,"Yeah. She's so upset, she's making no sense. Because we have to go to the nursing home. To see Nana."
Eleven,"You can come over after?"
Mike,"No! I mean, I... I just think... I need to be alone today. With my... feelings?"
Eleven,"Do you lie?"
Mike,"What? No."
Eleven,"Friends don't lie."
Mike,"What, Mom? My mom's calling me. Better go. Talk to you tomorrow. Miss you already. Bye!"
Eleven,"Hey. What's going on?"
Unknown,"And they say you don't tug on Superman's cape You don't spit into the wind You don't pull the mask on that old Lone Ranger And you don't mess around with Jim"
Unknown,"Yeah I'm lookin' for the king of 42nd Street He drivin' a drop top Cadillac Last week he took all my money and it may sound funny But I come to get my money back And everybody say Jack..."
Hopper,"Emotions have been shared. Boundaries have been set. Order... has been... restored."
Joyce,"Wait, wait, it worked?"
Hopper,"Uh, this is the first day in six long, excruciating months that they will not be seeing each other. Yes, I think it worked! Yes!"
Joyce,"No, stop."
Hopper,"It's all you. I'm a puppet, you're the master."
Joyce,"So you remembered everything?"
Hopper,"Yeah, yeah. I mean, I had to improvise a little bit, you know? It turns out, getting to Mike, now that was the key."
Joyce,"And you didn't yell at him?"
Hopper,"I'll tell you everything over dinner. I was thinking, you know, Enzo's, tonight, 7:00. Hey, before you say no, I'd... I'd like to make one thing crystal clear. This is not a date."
Joyce,"Wait, a date?"
Hopper,"You never said anything about a date. I know, I didn't say anything about a date. I just wanted to clear it up in case there was any confusion on your part."
Joyce,"There's not."
Hopper,"Great. It's just two friends getting together for a nice dinner. I mean, we've earned it, haven't we?"
Joyce,"I can't be out late."
Hopper,"You'll be home by 9:00."
Joyce,"8:00."
Hopper,"8:30, I'll pick you up."
Joyce,"I'll meet you there."
Hopper,"7:00. Enzo's. Meeting there. Deal."
Powell,"Hey, Chief, you copy? Chief!"
Hopper,"Yeah, I'm a little busy right now."
Unknown,"Recall the mall!"
Powell,"Yeah, well, I'm busier here. Recall the mall! You wanna keep your job tomorrow, I think you need to get your ass to Town Hall. Now."
Hopper,"Duty calls."
Unknown,"Oh, shit, shit."
Unknown,"Whoopsie-daisy!"
Bruce,"Careful there, Nancy Drew. Careful. Pouring coffee's a tough gig, girl."
Unknown,"And here you are, two creams, two sugars."
Unknown,"Thanks, sweetheart."
Nancy,"Of course. Tom?"
Tom,"Hm?"
Nancy,"I really hate to ask this, but do you think one of the other girls could run and grab lunch today?"
Tom,"They're needed at their desks."
Nancy,"I know, I just, um... I really need to go to the doctor. I've been having some... um... girl problems."
Unknown,"Oh, come on! The light! Let's go."
Jonathan,"Look, I just... I just don't know if this is such a good idea anymore."
Nancy,"Really? Because I feel like it's the best idea I've had all summer."
Jonathan,"Look, all I'm saying is, what harm is there in asking?"
Nancy,"The harm in asking is that Tom will say no."
Jonathan,"We ask for forgiveness, not permission."
Nancy,"And if this story's as good as I think it's gonna be, then Tom won't care. In fact, he'll thank us."
Jonathan,"Or the old lady is nuts and the story blows up in our face and Tom fires us."
Nancy,"And then we never have to work at this shithole again."
Unknown,"Go, oh, oh Oh, oh, oh So get up and go If you're so tired of moving slow Go Go Get up and go!"
Unknown,"Have a nice day."
Dustin,"Hi. I'm Dustin."
Robin,"Hi? I'm Robin."
Dustin,"Pleasure to meet you. Uh, is... is he here?"
Robin,"Is who here?"
Steve,"Henderson. Henderson! He's back!"
Dustin,"He's back! I'm back! You got the job!"
Steve,"I got the job!"
Dustin,"Hey! Oh!"
Robin,"How many children are you friends with?"
Steve,"No, no. No way."
Dustin,"Hotter than Phoebe Cates? No. Mm-hmm. Brilliant, too. And she doesn't even care that my real pearls are still coming in. She says kissing is better without teeth."
Steve,"Wow. Yeah, that's great. Proud of you, man. That's ro... That's kinda romantic. That's like... Wow."
Dustin,"So do you really just get to eat as much of this as you want?"
Steve,"Yeah. I mean, sure. It's not really a good idea for me, though. I gotta keep in shape for the ladies."
Robin,"Yeah, and how's that working out for you?"
Steve,"Ignore her."
Dustin,"She seems cool."
Steve,"She's not. So, where are the other knuckleheads?"
Dustin,"They ditched me yesterday."
Steve,"No."
Dustin,"My first day back. Can you believe that shit?"
Steve,"Whoa. Seriously?"
Dustin,"I swear to God. Mm. They're gonna regret it, though, big time, when they don't get to share in my glory."
Steve,"Glory? What glory?"
Dustin,"So, last night, we're trying to get in contact with Suzie... And, uh... I intercepted a secret Russian communication."
Steve,"What?"
Dustin,"I intercepted a secret Russian communication."
Steve,"Jeez, shh. Yeah, okay, that's what I thought you said. What... What does that mean?"
Dustin,"It means, Steve, we could be heroes. True American heroes."
Steve,"Huh."
Dustin,"Mm-hmm? Just think, you could have all the ladies you want and more."
Steve,"More?"
Dustin,"More."
Steve,"I like more."
Dustin,"Mm-hmm."
Steve,"What's the catch?"
Dustin,"No catch, I just need your help."
Steve,"With what?"
Dustin,"Translation."
Mike,"Shit! Hi."
Eleven,"Hi? Can we talk?"
Eleven,"And then he said he... he missed me. And then he just hung up."
Max,"He's a piece of shit."
Eleven,"What?"
Max,"Mike doesn't have jack shit to do today, and his Nana obviously isn't sick. I guarantee you, him and Lucas are playing Atari right now."
Eleven,"But friends don't lie."
Max,"Yeah, well, boyfriends lie. All the time."
Mike,"She knows I'm lying. She knows I'm lying."
Lucas,"I don't even understand. Why lie?"
Mike,"Hopper. He threatened me."
Lucas,"Did he say he'd kill you?"
Mike,"What? No."
Lucas,"So then, what's the big deal?"
Mike,"The big deal is if I don't do what he says, then he'll stop me from seeing El. Like, permanently. You don't understand, Lucas. He's crazy. He's lost his mind."
Will,"Hey, guys, I'm almost set up here."
Mike,"I had no choice, Lucas. I really had no choice."
Lucas,"I just wish you'd consulted me, because the way you handled this, you're in deep shit."
Max,"You're going to stop calling him. You're going to ignore his calls. As far as you're concerned, he doesn't exist."
Eleven,"Doesn't exist?"
Max,"He treated you like garbage. You're gonna treat him like garbage. Give him a taste of his own medicine."
Eleven,"Give him the medicine."
Max,"Mm-hmm. And if he doesn't fix this, if he doesn't explain himself, dump his ass."
Lucas,"I'm not gonna lie, it's gonna be bad."
Mike,"But... you can fix this. It's just one little mistake. I've made hundreds, thousands. Max has dumped me five times."
Lucas,"But what have I done? Huh? Have I despaired? No. I've marched back into battle, and I've won her back every single freaking time."
Mike,"How?"
Lucas,"I'll show you. Come on."
Max,"Come on."
Mike,"Where are we going?"
Max,"To have some fun. There's more to life than stupid boys, you know."
Will,"Wait, guys! I'm still here!"
Unknown,"Hey! No dunking, Curtis. No... dunking."
Unknown,"God, even her voice annoys me. Nails on a chalkboard."
Unknown,"Don't worry, ladies, ten more minutes till showtime."
Unknown,"Liz, will you get my back?"
Karen,"Hey, Jill, I gotta use the restroom. Will you watch Holly for me?"
Jill,"Sure thing, hon."
Karen,"Thanks."
Karen,"Billy? Billy? I... I understand if you're angry with me. I just... I wanted to explain... why I didn't come last night. It's not you, it's just... I have a family. And I can't do anything that will hurt them. You can understand that, right? But I shouldn't have said that... Billy. Billy... Please, will you talk to me?"
Billy,"Stay away from me, Karen."
Unknown,"Looking good, Billy."
Unknown,"Afternoon, Billy."
Eleven,"Mmm. Can I try the peppermint stick?"
Max,"Haven't you already tried the peppermint stick?"
Eleven,"Yes, and I'd like to try it again."
Dustin,"Steve!"
Steve,"So what do you think?"
Dustin,"It sounded familiar."
Steve,"What?"
Dustin,"The music. The music right there at the end."
Steve,"Why are you listening to the music, Steve? Listen to the Russian! We're translating Russian!"
Dustin,"I'm trying to listen to the Russian, but there's music..."
Robin,"All right, babysitting time is over. You need to get in there. Hey, my board. That was important data, shitbirds."
Dustin,"I guarantee you, what we're doing is way more important than your data."
Robin,"Yeah?"
Dustin,"And how do you know these Russians are up to no good anyways?"
Robin,"How does she know about the Russians?"
Steve,"I don't know."
Dustin,"You told her about..."
Steve,"It wasn't me."
Robin,"Hello, I can hear you. Actually, I can hear everything. You are both extremely loud. You think you have evil Russians plotting against our country, on tape, and you're trying to translate, but haven't figured out a word because you didn't realize Russians use an entirely different alphabet than you do. Sound about right?"
Robin,"Whoa! What do you think you're doing?"
Dustin,"I wanna hear it."
Robin,"Why?"
Dustin,"'Cause maybe I can help."
Robin,"I'm fluent in four languages, you know."
Steve,"Russian?"
Robin,"Ou-yay are-yay umb-day."
Dustin,"Holy shit!"
Robin,"That was Pig Latin, dingus."
Steve,"Idiot."
Robin,"But I can speak Spanish and French and Italian, and I've been in band for 12 years. My ears are little geniuses, trust me."
Steve,"Uh..."
Robin,"Come on, it's your turn to sling ice cream, my turn to translate. I don't even want credit. I'm just bored."
Nancy,"Yes?"
Mrs. Driscoll,"Yes?"
Nancy,"Hi, um, I'm Nancy. Nancy Wheeler. We spoke briefly on the phone last night. We're from The Hawkins Post."
Mrs. Driscoll,"Oh! Oh, yes! Oh, my goodness. You look too young for reporters."
Nancy,"We get that a lot."
Mrs. Driscoll,"Follow me."
Nancy,"Oh, it's... it's lovely. Um, do you live here all alone?"
Mrs. Driscoll,"Yes. Jack, my husband, he passed away, what is it now, ten years ago."
Nancy,"Oh, um... I'm... I'm so sorry."
Mrs. Driscoll,"Oh, don't be. I kinda like the quiet. At least, I did."
Mrs. Driscoll,"This way. It's right over there. You see those little teeth marks, don't ya?"
