name,line
Unknown,"Where is he?"
Jason,"Wha… Wait, what?"
Unknown,"Eddie. Where was Eddie when you saw this?"
Jason,"He… He was in the boat, like I said."
Powell,"Right."
Officer,"Right. Right."
Powell,"But then, uh… who lifted Patrick out the water?"
Jason,"What… You're not listening to me. Why aren't you listening to me?"
Powell,"Jason, we are listening."
Jason,"No, you're not. You're not. Eddie, he's… Eddie is a vessel. Just a vessel."
Powell,"A vessel?"
Jason,"For Satan. He's made a pact with the devil. Now he has his powers."
Jason,"You don't believe me."
Powell,"We're just, uh, processing all of this, that's all. Okay?"
Callahan,"Yeah."
Jason,"How do you expect to stop the devil if you don't believe he's real?"
Unknown,"I can make it stop. I can make the pain end. Where's the girl?"
Wallace,"I told you. I don't… I don't know."
Unknown,"There are two proposed explanations for what is happening. Explanation one, an invisible boogeyman from another dimension is slaughtering these kids. Explanation two, Dr. Brenner's special little pet has gone rogue again and he and his lackeys are now seeking to cover it up. Perhaps in the hopes of selling their pet to the Soviets. Now, which explanation sounds plausible to you?"
Wallace,"I don't know."
Unknown,"There's still a chance to redeem yourself, Mr. Wallace. Where is she?"
Brenner,"Do you know what happens when someone has a stroke? The blood supply to the brain is cut off. It scrambles the signals in the brain to the point where the mind can forget how to do things. To eat. To speak. To walk. When you were attacked last year, I believe that your signals were scrambled in much the same way. But just as a stroke victim can learn to walk again, I believe you, too, can return to your full power. Your abilities are still in here. You just need to remember. Everything that took place in my lab was captured on videotape. Every success and every failure. It's important for you to not just see your past, but to fully re-experience it. In doing so, I believe we can repair your broken signals. As we saw tonight, that process has already begun."
Eleven,"If this all happened, why don't I remember?"
Brenner,"Because you do not want to. Our brains have a defense mechanism in place to protect it from bad memories. From trauma. You buried these memories long ago."
Eleven,"Papa. When I was in there, I saw something. There was blood. So much blood."
Brenner,"That was another memory, a… a more powerful one, invading from your subconscious. You have demons, Eleven. You have demons in your past. That is why we must proceed carefully. One step at a time, one memory at a time. If we go too fast, I'm afraid you could become lost in the darkness. And if you are lost… So are we all."
Worker,"Hey, Eric. I'm taking five."
Eric,"You just took five."
Worker,"Yeah, well, tell Milo to take it easy on the onions next time."
Robin,"Not to be a wimp, but can I sit in the car? 'Cause this is gonna totally and royally suck."
Unknown,"It'll be fine."
Robin,"I can't stand to see those dull eyes of Eddie's break again. I really, really can't."
Unknown,"At least he can drink himself into feeling better."
Unknown,"That's what my mom does."
Robin,"Why don't we give it a trial? 'Hey, Eddie. Uh, good news first this time. We got you some Dustin-approved junk food and that six-pack you requested. Oh yeah, and we found Vecna. Bad news is that he's in that other, darker, much scarier dimension, and the gate's closed, so we have no way of getting to him. He's entirely shut off to us, so basically you're screwed. And, no, I know you were already screwed, but now you're doubly, triply screwed.'"
Unknown,"Wait. Maybe we don't put it like that."
Robin,"'We're one step closer to finding Vecna.' That's what we say. That's what's important."
Unknown,"See, Robin? Positive spin can make all the difference."
Robin,"Uh-huh."
Unknown,"Oh shit."
Powell,"Nothing to see. Just step back a little. As many of you know, the Roane County line received a call a little after midnight reporting a homicide here on the lake. Officer Callahan here and myself arrived first on the scene. We made our way to the shore of Lover's Lake, about ten yards from that house you see behind me. It was there that we found the victim, an 18-year-old senior from Hawkins High, Patrick McKinney. His limbs… His body, it was disfigured… There was an eyewitness on the scene… We have also identified a person of interest. Eddie Munson. We encourage anyone with information to please come forward. You've got a lot of questions, and I'm going to answer as many as I can. Two o'clock at town hall, where anyone from the Hawkins community is welcome. But right now, I've got work to do, and I appreciate your understanding."
Unknown,"Oh my God. What are we even doing? I mean, where is the FBI?"
Unknown,"That's what I want to know. We got a serial killer on the loose."
Unknown,"Oh man. This is not good. Really not good."
Reporter,"Is Eddie still in Hawkins?"
Eddie,"Dustin, can you hear me? Wheeler?"
Unknown,"Eddie. Holy shit. Are you okay?"
Eddie,"Nah, man. Pretty… Pretty goddamn far from okay."
Unknown,"Where is he?"
Dustin,"Where are you?"
Eddie,"Skull Rock. Do you know it?"
Dustin,"Uh, yeah. That's near Cornwallis and..."
Unknown,"Garrett, yeah. I know where that is."
Dustin,"Hold tight. We're coming. We're coming."
Argyle,"I can't feel my butt. Can't feel my butt. Can you guys feel your butts?"
Will,"I can feel my butt."
Jonathan,"Everyone needs to be on their best behavior, okay?"
Argyle,"Why are you looking at me when you say that?"
Jonathan,"I didn't."
Mike,"They're just really religious."
Argyle,"Yeah, and I'm super spiritual, dude."
Mike,"Yeah, I think they're spiritual too. Just in a different way."
Mike,"Oh. Hey. Is Suzie here?"
Child,"Away, you starveling! You elf-skin! You dried neat's tongue!"
Argyle,"This is my kind of party."
Unknown,"I've been bitten. Help! Help!"
Jonathan,"Beautiful performance. Excuse me. Uh, hey, we're looking for Suzie."
Director,"Can you not see that we are filming?"
Unknown,"Come on. All right, stay in it, Tabitha. Stay in it."
Mike,"Hi, we're looking for Suzie."
Unknown,"Don't know, don't care. That's too much salt, Peter. Father's kidneys! Father's kidneys!"
Woman,"Cornelius! How many times do I have to tell you? That is not a toy."
Unknown,"Come on."
Cornelius,"You make another escape, I'm getting Father."
Unknown,"Who the hell are you?"
Argyle,"Argyle. Uh, and you are?"
Eden,"Eden. Like the garden."
Jonathan,"Wow. We're looking for Suzie. Do you know where she is?"
