name,line
Mike,"Is there a number we can call for your parents?"
Unknown,"Where's your hair? Do you have cancer?"
Lucas,"Did you run away?"
Unknown,"Are you in some kind of trouble?"
Unknown,"Is that blood?"
Unknown,"Stop it! You're freaking her out!"
Unknown,"She's freaking me out!"
Dustin,"I bet she's deaf."
Eleven,"Not deaf."
Mike,"All right, that's enough, all right? She's just scared and cold."
Mike,"Here, these are clean. Okay?"
Unknown,"No, no, no!"
Dustin,"Oh, my God. Oh, my God."
Mike,"See over there? That's the bathroom. Privacy. Get it?"
Mike,"You don't want it closed?"
Eleven,"No."
Mike,"Oh, so you can speak. Okay, well... Um, how about we just keep the door just like this. Is that better?"
Eleven,"Yes."
Dustin,"This is mental."
Mike,"At least she can talk."
Lucas,"She said 'no' and 'yes.' Your three-year-old sister says more."
Dustin,"She tried to get naked."
Lucas,"There's something seriously wrong with her. Like, wrong in the head."
Dustin,"I bet she escaped from Pennhurst."
Lucas,"From where?"
Dustin,"The nuthouse in Kerley County."
Lucas,"You got a lot of family there?"
Dustin,"Bite me."
Lucas,"Seriously though, think about it. That would explain her shaved hair and why she's so crazy."
Dustin,"She's an escapee is the point. She's probably a psycho."
Lucas,"Like Michael Myers."
Mike,"We should've never brought her here."
Lucas,"So you just wanted to leave her out in that storm?"
Dustin,"Yes! We went out to find Will, not another problem."
Lucas,"I think we should tell your mom."
Dustin,"I second that."
Mike,"Who's crazy now?"
Lucas,"How is that crazy?"
Mike,"'Cause, we weren't supposed to be out tonight, remember? So if I tell my mom and she tells your mom and your mom... Our houses become Alcatraz."
Dustin,"Exactly. We'll never find Will."
Mike,"All right, here's the plan. She sleeps here tonight. In the morning, she sneaks around my house, goes to the front door and rings my doorbell. My mom will answer and know exactly what to do. She'll send her back to Pennhurst or wherever she comes from. We'll be totally in the clear. And tomorrow night, we go back out. And this time, we find Will."
Mike,"Here you go. This is my sleeping bag."
Dustin,"You really think she's psycho?"
Lucas,"Wouldn't want her in my house."
Dustin,"Mental."
Mike,"Hey, um, I never asked your name. Is that real? Sorry, I've just never seen a kid with a tattoo before. What's it mean? Eleven? That's your name? Eleven. Okay. Um, well, my name's Mike. Short for Michael. Maybe we can call you 'El.' Short for Eleven. Um, well, okay. 'Night, El."
Eleven,"'Night, Mike."
Jonathan,"All right, Mom. Breakfast is ready."
Joyce,"What? No, be careful of the poster."
Jonathan,"Yeah, okay. All right."
Joyce,"I can't eat."
Jonathan,"I just need you to eat, Mom."
Joyce,"Listen. Listen, the Xerox place opens in, like, 30 minutes. And I don't want you to go alone so I'm gonna have Karen take you, 'cause I should be here."
Jonathan,"No, I know. I told you, I got it."
Joyce,"We need to make, what, 200, 300 copies?"
Jonathan,"How much is a copy?"
Joyce,"Ten cents?"
Jonathan,"Okay, Mom. Mom. Mom! You can't get like this, okay?"
Joyce,"I'm sorry. I'm sorry."
Jonathan,"No, it's okay."
