name,line
Joyce,"Let me out of here! Somebody, please! Let me out!"
Dr. Brenner,"Your son. We know you've been in contact with him."
Joyce,"You have to let me..."
Dr. Brenner,"When and how did you make contact with him?"
Joyce,"What?"
Dr. Brenner,"Hmm? Six."
Joyce,"What?"
Dr. Brenner,"Six. Six people have been taken this week. This... thing that took your son... we don't really understand it. But its behavior is predictable. Like all animals... it eats. It will take more sons. More daughters. I want to save them. I want to save your son. But I can't do that. Not without your help."
Joyce,"Stop. I know who you are. I know what you've done. You took my boy away from me! You left him in that place to die! You faked his death! We had a funeral. We buried him. And now you're asking for my help? Go to hell."
Dr. Brenner,"Okay, now what do you know?"
Joyce,"I'm sorry."
Dr. Brenner,"Did I stutter?"
Joyce,"I told you. Everything."
Dr. Brenner,"What do you know?"
Joyce,"I know you do experiments on kidnapped little kids, whose parents' brains you've turned to mush. And I know you went a little too far this time and you messed up in a big way. I mean, you really messed up, didn't you? Big time. That's why you're trying to cover your tracks. You killed Benny Hammond, you faked Will Byers' death. You made it look like that little girl just ran away. See, I told you. I know everything."
Dr. Brenner,"All right, who are you working with?"
Joyce,"Nobody. But I did give all this over to my friend at the Times. He's gonna blow this thing wide open."
Dr. Brenner,"You're just a junkie. A small town cop who had a really bad week. Took one too many pills this time. You made a mistake coming back here."
Hopper,"No, I didn't. Here's what's gonna happen. You're gonna let me and Joyce Byers go... you're gonna give us anything we need, and we're gonna find her son. And then we're gonna forget that any of this ever happened."
Dr. Brenner,"Oh, is that right?"
Hopper,"Yeah. That's right."
Mike,"Nancy? Jonathan?"
Dustin,"They're gone."
Mike,"What?"
Dustin,"Nancy and Jonathan. His car's gone."
Lucas,"They're probably just sucking face somewhere."
Mike,"Gross."
Dustin,"No. No way!"
Mike,"Did they go with the chief?"
Dustin,"I don't know."
Mike,"No."
Lucas,"What? Did you see them? Do you know where they went?"
Eleven,"Yes."
Mike,"Where? Where did they go?"
Eleven,"Demogorgon."
Hopper,"Where's the girl? You gotta give me your word. Nobody's ever gonna find out about this. And those other three kids, those boys, you're gonna leave them alone. Then I'll tell you. Tell you where your little science experiment is."
Joyce,"I don't understand."
Hopper,"We came to an agreement."
Joyce,"What?"
Hopper,"Look, everything that's happened here and everything that's gonna happen, we don't talk about. You want Will back? This place had nothing to do with it. That's the deal. You got it?"
Joyce,"What is this?"
Hopper,"Protection. The atmosphere is toxic."
Joyce,"But my son's in there. He..."
Hopper,"Put it on."
Connie,"I'm telling you, this is a mistake."
Dr. Brenner,"It's gone. Isn't that what you wanted?"
Connie,"And if they find the boy?"
Dr. Brenner,"That's not gonna happen."
Hopper,"Hey, you all right?"
Joyce,"Yeah."
Hopper,"I need you to relax, okay? I want you to slow down your breathing, take deep breaths. In and out. Deep breath in... and out. In and out."
Sarah,"It's troll's favorite food!"
Hopper,"Princess!"
Sarah,"No, Daddy! No, Daddy!"
Hopper,"Roasted princess with paprika and gravy!"
Sarah,"No! No, Daddy. No, Daddy."
Hopper,"Whoa, hey! Hey. You all right?"
Joyce,"What's going on?"
Hopper,"Whoa. What happened? What happened?"
Joyce,"I don't know. I don't know."
Hopper,"Hey, you all right? Whoa, whoa, whoa. Relax, relax. Honey, honey. Honey, just breathe. Breathe, breathe, breathe. In and out. Slow, slow, slow. In and out with me. In... You okay?"
Joyce,"Yeah. Yeah."
Hopper,"Remember..."
Jonathan,"Straight into Will's room. And..."
Hopper,"Don't step on the trap."
Jonathan,"Wait for the yo-yo to move."
Hopper,"Then... All right. You ready?"
Joyce,"Ready."
Jonathan,"On three. One... two..."
Nancy,"You don't have to do this..."
Jonathan,"Jonathan, stop talking."
Nancy,"I'm just saying, you don't have to..."
Jonathan,"Three."
Mike,"Guys, guys! This is crazy. We can't just wait around."
Lucas,"Mike, in case you forgot, we're still fugitives. The bad men are still looking for us."
Dustin,"Yeah, and we don't even know where your sister is."
Mike,"El can find them."
Dustin,"Mike, look at her."
Lucas,"I still think we should stick to the chief's plan."
Dustin,"Exactly. We stay here, keep El out of sight and keep her safe. That's the most important thing, remember? Besides, she's okay. She's with Jonathan."
Lucas,"Yeah, and she's kind of a badass now, so..."
Mike,"Well, where are you going? You just said stick to the plan!"
Dustin,"I am. I'm just gonna go get some chocolate pudding. I'm telling you, Lunch Lady Phyllis hoards that shit."
Mike,"Are you serious?"
Dustin,"El needs to be recharged!"
Lucas,"Did you hear that?"
Dustin,"It's just the wind. Don't worry. My mom, she said the lights speak when it comes."
Lucas,"Speak?"
Dustin,"Blink. Think of them as alarms."
Jonathan,"Is that too tight?"
Nancy,"No, it's fine. Thanks."
Jonathan,"Nancy?"
Nancy,"Yeah?"
Steve,"Jonathan? Are you there, man? It's... it's Steve! Listen, I just want to talk!"
Jonathan,"Steve, listen to me."
Steve,"Hey. Nancy, what..."
Nancy,"You need to leave."
Steve,"I'm not trying to start anything, okay?"
Nancy,"I don't care about that. You need to leave."
Steve,"No, no, no. Listen, I messed up, okay? I messed... I messed up. Okay? Really. Please. I just want to make things right. Okay? Please. Please... Hey, what happened to your hand? Is that blood?"
Nancy,"Nothing. It was an accident."
Steve,"Yeah, what's going on?"
Nancy,"Nothing."
Steve,"Wait a sec. Did he do this to you?"
Nancy,"No."
Steve,"Nancy, let me in!"
Nancy,"No. No! No, Steve! What is... What the..."
Nancy,"You need to get out of here."
Steve,"Whoa. What is all... What is that smell? Is that... is that gasoline?"
Nancy,"Steve, get out!"
Steve,"Wait. What? What is going on? Okay, is this a joke? Stop. Put the gun down."
Nancy,"I'm doing this for you."
Steve,"Nancy. Wait. Is this a... What is this?"
Nancy,"Nancy. Three. Two."
Steve,"No, no, no! No, no!"
Jonathan,"Nancy! The lights. It's here."
Steve,"Wait, what's here?"
Nancy,"Where is it?"
Steve,"Where is what? Whoa! Easy with that!"
Nancy,"Where is it?"
Jonathan,"I don't know. I don't see it."
Steve,"Where is what? Hello? Will someone please explain to me what the hell is going..."
Jonathan,"No! Go! Go! Run! Go! Get out of here!"
Steve,"Jump! Oh, my God! Oh, my God! Jesus! Jesus! What the hell was that? What the hell was that?"
Nancy,"Shut up!"
Jonathan,"Shut up!"
Nancy,"What's it doing?"
Jonathan,"I don't know. Do you hear anything?"
Nancy,"No."
Joyce,"Will! Will! Will! Will!"
Hopper,"I asked Mrs. Spencer what made them red and she said she didn't know and for pity's sake not to ask her any more questions. She said I must have asked her a thousand already. I suppose I had, too, but how are you gonna find things out if you don't ask questions? And what does make roads red? 'Well, I don't know,' said Matthew. It just makes me feel glad to be alive... it's such an interesting world."
Joyce,"Will!"
Hopper,"Will!"
Steve,"This is crazy. This is crazy. This is crazy. This is crazy! This is crazy! This is crazy!"
Nancy,"What are you do... What are you doing? Are you insane?"
Steve,"It's going to come back!"
Nancy,"So you need to leave. Right now. Where is it?"
Jonathan,"Come on. Come on, you son of a bitch."
Nancy,"You see it?"
Jonathan,"No. Where... Come on. Where are you? Come on!"
Nancy,"Jonathan!"
Jonathan,"Jonathan!"
Nancy,"Jonathan! Go to hell, you son of a bitch!"
Steve,"Nancy!"
Jonathan,"He's in the trap! He's stuck!"
Nancy,"Jonathan, now!"
Steve,"Did you hear that?"
Jonathan,"Get back!"
Nancy,"Where did it go?"
Jonathan,"No. It has to be dead."
Steve,"It has to be."
Hopper,"Come on."
Joyce,"Is that my house?"
Steve,"It was hurt."
Jonathan,"Mom. Is that you?"
Joyce,"Mom. Jonathan?"
Hopper,"Joyce, come on."
Nancy,"Where's it going?"
Hopper,"I don't think that's the monster."
Dustin,"Found it! I knew she was hoarding it. I knew it. Always lying, saying she's out. Bald-faced liar. Mike, I found the chocolate pudding!"
Mike,"Okay! Are you feeling any better?"
Eleven,"What's 'putting'?"
Mike,"Pudding, it's... it's this chocolate goo you eat with a spoon. Don't worry, when all this is over, you won't have to keep eating junk food and leftovers like a dog anymore. My mom, she's a pretty awesome cook. She can make you whatever you like."
Eleven,"Eggos?"
Mike,"Well, yeah, Eggos, but real food, too. See, I was thinking, once all this is over and Will's back and you're not a secret anymore, my parents can get you an actual bed for the basement. Or you can take my room if you want, since I'm down there all the time anyways. My point is, they'll take care of you. They'll be like your new parents, and Nancy, she'll be like your new sister."
Eleven,"Will you be like my brother?"
Mike,"What? No, no."
Eleven,"Why 'no'?"
Mike,"Because... 'cause it's different."
Eleven,"Why?"
Mike,"I mean, I don't know, I guess it's not. It's stupid."
Eleven,"Mike?"
Mike,"Yeah?"
Eleven,"Friends don't lie."
Mike,"Well... I was thinking... I don't know... maybe we can go to the Snow Ball together."
Eleven,"'Snow Ball'?"
Mike,"It's this cheesy school dance, where you go in the gym and dance to music and stuff. I've never been, but I know you're not supposed to go with your sister."
Eleven,"No?"
Mike,"I mean... you can, but it'd be really weird. You go to school dances with someone that, you know... someone that you like."
Eleven,"A friend?"
Mike,"Not a friend. Uh... uh... Uh, someone like a... Nancy. Hold on, I'll be right back."
Mike,"Stay here. Guys! Guys!"
Lucas,"What is it?"
Mike,"They found us."
Agent,"We know they're here. Be advised, west side of the building is clear. Sir, we've searched everywhere. There's no sign of them. Nothin'. Keep it locked down. All right. Kitchen."
Lucas,"How did they find us?"
Mike,"I don't know, but they knew we were in the gym."
Dustin,"Lando."
Agent,"Got 'em!"
Mike,"Go, go, go, go, go!"
Lucas,"Come on!"
Agent,"There they are. Freeze."
Mike,"Back! Go back! Go, go! Go left!"
Mike,"El, are you okay? El!"
Lucas,"Something's wrong."
Dustin,"She's just drained."
Mike,"No, no, no, she won't wake up. El! El!"
Hopper,"There's more blood."
Joyce,"Oh, my God. This way."
Lucas,"She's barely breathing."
Dustin,"We gotta go."
Dr. Brenner,"Leave her."
Mike,"No! You want her, you have to kill us first."
Dustin,"That's right!"
Lucas,"Eat shit!"
Mike,"You idiot!"
Dustin,"Get off me!"
Mike,"Ow! Let go!"
Dr. Brenner,"Eleven? Eleven, can you hear me? Eleven?"
Eleven,"Papa?"
Dr. Brenner,"Yes, yes, it's your papa. I'm here now. Shh, shh, you're sick. You're sick, but I'm going to make you better. I'm going to take you back home, where I can make you well again. Where we can make all of this better, so no one else gets hurt."
Eleven,"Bad. Bad. Mike. Mike. Mike."
Lucas,"What?"
Eleven,"Blood. Demogorgon."
Mike,"Go, go, go, go, go! Come on, come on."
Lucas,"Go, go!"
Dustin,"Oh, my God!"
Joyce,"Will! Will! Will! Oh, my God! Will! Hopper! Oh, my God! You need to help get him out! Get him out!"
Hopper,"Oh, Jesus."
Mike,"Come on, come on! Sorry. Hold on, we're almost there. We're almost there. Come on. Help, help. Come on, get her on the table. Just hold on a little longer, okay? He's gone. The bad man's gone. We'll be home soon, and my mom... she'll get you your own bed. You can eat as many Eggos as you want. And we can go to the Snow Ball."
Eleven,"Promise?"
Mike,"Promise."
Dustin,"Is... Is it dead?"
Mike,"Go, go, go, go!"
Dustin,"Get the wrist rocket! Get the wrist rocket now! Take it out now!"
Lucas,"Get the rocks, get the rocks, get the rocks!"
Dustin,"Getting the rocks!"
Lucas,"Give me one."
Dustin,"Come on!"
Mike,"Go! Go! Kill it! Kill it!"
Lucas,"Fire! Fire! Give me another one."
Mike,"Kill it! Go, go, go, go!"
Dustin,"Kill it! Bastard! Kill it now!"
Mike,"Get, get, get... Come on, kill the bastard!"
Lucas,"It's not working!"
Mike,"Hit him again."
Dustin,"Kill him!"
Mike,"Keep going! Come on!"
Dustin,"Get, get, get... Come on! Go, go, go!"
Mike,"Eleven, stop!"
Eleven,"Goodbye, Mike. No more."
Mike,"El? El? El! El, where are you? Eleven! El?"
Lucas,"Eleven!"
Dustin,"Eleven!"
Joyce,"He's not breathing, he's not breathing."
Hopper,"All right, Joyce, Joyce, listen to me, listen to me, listen to me. I need you to tilt his head back..."
