name,line
Unknown,"Comrade-General. We are close. You can see. You can see our progress. We just need more ti..."
Unknown,"You have one year."
Unknown,"Yes, Comrade-General."
Unknown,"Just a little more time is all we're asking for 'Cause just a little more time could open closing doors Just a little uncertainty can bring you down"
Unknown,"And nobody wants to know you now Nobody wants to show you... So if you're lost and on your own You can never surrender"
Mike,"What, you don't like it?"
Eleven,"No!"
Unknown,"Don't look at the dogs, work the lock. Work the lock. Work the lock. Don't look at the dogs. You looked at the dogs."
Unknown,"Sometimes everything goes exactly as planned."
Unknown,"Three-inch minimum! Leave the door open three inches!"
Unknown,"El, open this door. Open the..."
Unknown,"What's wrong?"
Mike,"My God, that was priceless! Did you see his face? It was like a tomato!"
Eleven,"Yeah, a fat tomato."
Mike,"I wish I was still with you."
Eleven,"I know. Me too."
Mike,"But I'll see you tomorrow, all right? First thing."
Eleven,"Tomorrow."
Mike,"You're late."
Unknown,"Sorry!"
Mike,"Again."
Will,"We're gonna miss the opening."
Mike,"Yeah, if you keeping whining about it. Let's go!"
Will,"If you guys keep whining about it. Nyeh-nyeh-nyeh."
Mike,"Just please stop talking, dude."
Lucas,"Let me guess. You were busy."
Mike,"Oh, yeah, real mature, Lucas."
Lucas,"Oh, El, I wish we could make out forever, and never hang out with any of our friends."
Max,"Lucas, stop."
Will,"Will thinks it's funny."
Lucas,"Because it is."
Mike,"Yeah, it's so funny that I want to spend romantic time with my girlfriend."
Lucas,"I'm spending romantic time with my girlfriend."
Unknown,"Hey! Excuse us! Sorry! Sorry!"
Max,"Excuse me, I'm sorry."
Will,"Sorry."
Unknown,"Hey! Watch it!"
Unknown,"Yeah! Watch it, nerd!"
Max,"Isn't it past your bedtime?"
Unknown,"Isn't it time you died?"
Max,"Psycho!"
Unknown,"Butthead!"
Max,"Mall rat!"
Unknown,"Fart face!"
Unknown,"Oh, now that was mature."
Unknown,"Hey, dingus, your children are here."
Steve,"Again? Seriously?"
Unknown,"Come on, come on."
Steve,"I swear, if anybody hears about this..."
Unknown,"We're dead!"
Unknown,"All clear."
Mike,"See, Lucas? We made it."
Lucas,"We missed the previews."
Mike,"Still made it. Fart face."
Unknown,"Shh."
Lucas,"Skittles."
Max,"Thanks."
Unknown,"Come on! Come on!"
Unknown,"The hell?"
